Parasite.species,Chain.length,Host.habitat,Min.lat,Avg.lat,Max.lat,Min.long,Avg.long,Max.long,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Confluaria podicipina,2,freshwater,40.069099,44.224266,48.379433,31.1655799,38.10188445,45.038189,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Confluaria
Contracaecum microcephalum,3,freshwater,-23.59,31.71171475,54.5259614,-102.552784,18.97773795625,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Contracaecum micropapillatum,3,freshwater,21.521757,36.00794858,54.5259614,-102.552784,-11.56996328,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Contracaecum ogmorhini,3,marine,-42.6919232,-6.964993299999999,62.4113634,-149.0729714,-19.354044125,171.3399414,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Contracaecum pelagicum,3,marine,53.7266683,53.7266683,53.7266683,-127.6476205,-127.6476205,-127.6476205,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Contracaecum rudolphii,3,freshwater,-35.675147,31.619449056249998,56.26392,-102.552784,-6.719122243749999,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Cooperia curticei,1,terrestrial,-40.900557,27.88098824090909,60.47202399999999,-106.346771,2.4561283318181824,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Cooperia fuelleborni,1,terrestrial,-23.59,-23.59,-23.59,29.13,29.13,29.13,NA,NA,NA,NA,NA,NA
Cooperia oncophora,1,terrestrial,-40.900557,32.22276205714286,64.963051,-106.346771,12.01096782857143,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Cooperia pectinata,1,terrestrial,-40.900557,9.197710793333334,53.5587003,-155.5827818,15.920262346666668,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Cooperia punctata,1,terrestrial,-40.900557,13.575681796,54.236107,-155.5827818,21.354841748000002,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Corallobothrium fimbriatum,3,freshwater,23.634501,40.69818289,51.253775,-111.0937311,-88.90657644,-77.82706689999999,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Essexiella
Corallobothrium parafimbriatum,2,freshwater,41.87194,41.87194,41.87194,12.56738,12.56738,12.56738,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Corallotaenia
Corallotaenia minutia,2,freshwater,45.0521793,48.15297715,51.253775,-85.323214,-83.90415399999999,-82.48509399999999,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Corallotaenia
Corynosoma australe,3,marine,-32.98,-27.525605974999998,-14.5994134,-71.00999999999999,-4.809956699999999,136.2091547,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma bullosum,3,marine,-54.4138333,-27.8708867,-14.5994134,-36.5827165,-31.309669833333334,-28.6731465,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma cetaceum,3,marine,-33.137551,-26.9056548,-14.5994134,-71.00999999999999,-5.952324833333331,81.826172,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma hamanni,3,marine,-33.137551,-23.868482200000003,-14.5994134,-28.6731465,26.57651275,81.826172,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma magdaleni,3,marine,-14.5994134,42.6939249,64.963051,-28.6731465,-0.5206373500000003,25.7481511,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma pseudohamanni,3,marine,-14.5994134,-14.5994134,-14.5994134,-28.6731465,-28.6731465,-28.6731465,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma semerme,3,marine,-14.5994134,52.144911566666664,65.2481624,-149.4936733,-17.862237453333332,149.3658173,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma strumosum,3,marine,-42.6919232,46.936290459374995,65.2481624,-149.4936733,2.008173549999999,171.3399414,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Cosmocephalus obvelatus,3,freshwater,-40.900557,39.77159502580645,64.963051,-116.5765035,-7.6973719967741925,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Cosmocephalus
Crenosoma mephitidis,3,terrestrial,36.778261,46.4543135,56.130366,-119.4179324,-112.8823517,-106.346771,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Crenosoma petrowi,3,terrestrial,37.5442706,47.66376422857143,56.130366,-106.346771,-10.207731714285714,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Crenosoma striatum,2,terrestrial,37.5442706,47.88526688181818,56.49067119999999,-4.7277528,6.560805845454546,31.1655799,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Crenosoma vulpis,2,terrestrial,36.204824,50.99647136428572,64.2008413,-149.4936733,1.2001284642857137,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Ctenotaenia marmotae,2,terrestrial,41.87194,45.75326723333333,48.019573,8.5374552,29.34283973333333,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Ctenotaenia
Cucullanus cirratus,3,marine,15.488092,44.137087083333334,60.4121981,-77.40677199999999,13.957861433333335,114.404754,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Cucullanus heterochrous,2,marine,-14.5994134,44.8245719076923,68.8773537,-77.40677199999999,-2.007418769230769,34.299316,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Cyathocephalus truncatus,2,freshwater,-6.2649292,50.26032938918919,66.7613451,-135.0498961,-18.1055147,124.123753,Animalia,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Cyathocephalus
Cyathostoma bronchialis,2,terrestrial,51.165691,51.99615566666667,53.569001,-113.571487,-62.814391666666666,10.451526,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyathostoma
Cyathostoma lari,2,terrestrial,41.87194,49.74785203333333,54.236107,-57.6604364,-16.547037466666666,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyathostoma
Cyathostomum catinatum,1,terrestrial,-37.01,31.89098067333333,64.963051,-116.5765035,-8.354162813333334,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyathostomum
Cyclodontostomum purvisi,1,terrestrial,-25.274398,0.7535882799999999,15.870032,100.992541,115.6255251,133.775136,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyclodontostomum
Cyclustera capito,3,freshwater,23.634501,25.6496642,27.6648274,-102.552784,-92.03426875,-81.5157535,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Cyclustera
Cyclustera ibisae,3,freshwater,23.634501,29.463189466666666,37.09024,-102.552784,-93.26047616666666,-81.5157535,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Cyclustera
Cyclustera ralli,3,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Cyclustera
Cylicocyclus nassatus,1,terrestrial,-37.01,34.34804068,64.963051,-116.5765035,12.739293875,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cylicocyclus
Cylicostephanus longibursatus,1,terrestrial,-37.01,28.838604574999998,64.963051,-91.96233269999999,8.827090033333334,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cylicostephanus
Cyrnea colini,2,terrestrial,27.6648274,34.5889898,39.011902,-98.4842465,-91.904297,-81.5157535,Animalia,Nematoda,Chromadorea,Rhabditida,Habronematidae,Cyrnea
Cyrnea eurycerca,2,terrestrial,33.886917,38.20663033333333,41.87194,9.537499,31.126990666666668,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Habronematidae,Cyrnea
Cyrnea mansioni,3,terrestrial,41.87194,41.87194,41.87194,12.56738,12.56738,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Habronematidae,Cyrnea
Cystidicola cristivomeri,3,freshwater,47.723087,47.723087,47.723087,-86.940716,-86.940716,-86.940716,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Cystidicola farionis,3,freshwater,39.370134,53.549038576923074,66.7613451,-135.0498961,-22.87455933076923,124.123753,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Cystidicoloides tenuissima,3,freshwater,37.09024,50.250054649999996,63.15587019999999,-106.346771,-28.070101577777777,43.35689199999999,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Cystocaulus ocreatus,2,terrestrial,31.791702,39.520907725,46.227638,-95.712891,3.55286835,64.585262,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Cystocaulus
Cystoopsis atractostei,2,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Nematoda,Enoplea,Trichinellida,Cystoopsidae,Cystoopsis
Davainea proglottina,2,terrestrial,-35.675147,22.149885949999998,48.379433,-95.712891,7.5343888875000005,101.7,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Davaineidae,Davainea
Davainea tetraoensis,2,terrestrial,61.92410999999999,61.92410999999999,61.92410999999999,25.7481511,25.7481511,25.7481511,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Davaineidae,Davainea
Desportesius brevicaudatus,4,freshwater,38.861034,47.25547613333333,54.5259614,15.2551187,39.23226386666667,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Desportesius
Dicheilonema rheae,3,terrestrial,38.861034,42.436522,48.379433,31.1655799,49.15995396666667,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Diplotriaenidae,Dicheilonema
Dichelyne cotylophora,2,freshwater,43.4501005,47.87169715,56.130366,-106.346771,-91.0233732,-82.4846115,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Dichelyne
Dichelyne minutus,2,marine,34.5531284,43.95606085,58.48795200000001,-77.40677199999999,-1.2990411249999978,34.299316,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Dichelyne
Dicranotaenia coronula,3,freshwater,-40.900557,37.7210563,56.130366,-116.5765035,-3.9578964222222224,174.885971,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Dicranotaenia
Dictyocaulus arnfieldi,1,terrestrial,-35.675147,32.96076802142857,54.5259614,-85.323214,12.067772457142857,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Dictyocaulus eckerti,1,terrestrial,-40.900557,42.90969269166667,64.2008413,-149.4936733,13.445258166666667,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Dictyocaulus filaria,1,terrestrial,-40.900557,38.09145453225806,60.12816100000001,-116.5765035,9.061710761290323,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Dictyocaulus viviparus,1,terrestrial,-40.900557,33.62430198148148,60.12816100000001,-155.5827818,-5.223029562962962,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Didelphostrongylus hayesi,2,terrestrial,35.5174913,36.14787615,36.778261,-119.4179324,-102.99918985,-86.5804473,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Didelphostrongylus
Diorchis asiatica,2,freshwater,56.130366,56.130366,56.130366,-106.346771,-106.346771,-106.346771,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis brevis,2,freshwater,14.058324,38.51965145,48.379433,8.5374552,50.60356635,108.277199,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis bulbodes,2,freshwater,27.6648274,41.8975967,56.130366,-106.346771,-93.93126225,-81.5157535,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis danutae,2,freshwater,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis inflata,3,freshwater,32.427908,42.0818295375,56.130366,-106.346771,14.919940174999999,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis nyrocae,3,freshwater,36.204824,46.0288919,56.130366,-106.346771,5.657586050000001,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis parvogenitalis,2,freshwater,37.5442706,42.7819218,48.019573,-4.7277528,31.0979656,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis ransomi,3,freshwater,27.6648274,42.04961215714286,56.130366,-106.346771,-1.5880750428571442,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diphyllobothrium ditremum,3,freshwater,39.370134,54.877054183999995,71.706936,-149.4936733,-29.373860712,108.1649965,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Dibothriocephalus
Diplocotyle olrikii,2,marine,-14.5994134,50.77847688,66.7613451,-149.4936733,-5.841170266666667,124.123753,Animalia,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Diplocotyle
Diploposthe laevis,3,freshwater,-6.2649292,30.587838186666666,56.130366,-106.346771,26.566989653333334,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diploposthe
Diploposthe skrjabini,2,freshwater,40.143105,44.081339,48.019573,47.576927,57.250305499999996,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diploposthe
Diplopylidium acanthotetra,3,terrestrial,28.2915637,36.543243366666665,41.87194,-16.6291304,16.196949766666666,59.556278,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Diplopylidium
Diplotriaena agelaius,2,terrestrial,27.6648274,39.4593012,51.253775,-85.323214,-83.41948375,-81.5157535,Animalia,Nematoda,Chromadorea,Rhabditida,Diplotriaenidae,Diplotriaena
Diplotriaena bargusinica,2,terrestrial,36.204824,47.073153266666665,53.7608608,-98.8138762,-15.29472206666666,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Diplotriaenidae,Diplotriaena
Diplotriaena tricuspis,2,terrestrial,23.634501,36.19549906666666,51.253775,-102.552784,-29.335129916666666,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Diplotriaenidae,Diplotriaena
Diplotriaena tridens,2,terrestrial,37.5442706,37.5442706,37.5442706,-4.7277528,-4.7277528,-4.7277528,Animalia,Nematoda,Chromadorea,Rhabditida,Diplotriaenidae,Diplotriaena
Dipylidium caninum,2,terrestrial,-38.416097,28.86510766734694,64.8255441,-124.8457334,5.592490016326531,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Dipylidium
Dispharynx nasuta,2,terrestrial,14.058324,39.213425726666664,53.9332706,-116.5765035,-15.312924353333333,108.277199,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Dispharynx
Dollfusentis chandleri,2,marine,23.634501,24.4694025,25.304304,-102.552784,-96.30935099999999,-90.065918,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Illiosentidae,Dollfusentis
Drepanidotaenia lanceolata,2,freshwater,32.427908,43.466903522222225,64.8255441,-124.8457334,-12.192950911111112,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Drepanidotaenia
Duplicibothrium minutum,2,marine,25.304304,25.304304,25.304304,-90.065918,-90.065918,-90.065918,Animalia,Platyhelminthes,Cestoda,Tetraphyllidea,Serendipidae,Duplicibothrium
Echinobothrium typus,2,marine,43.41302899999999,43.41302899999999,43.41302899999999,34.299316,34.299316,34.299316,Animalia,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Echinobothrium
Echinocephalus overstreeti,2,marine,-30.0002315,-5.051732650000002,19.8967662,-155.5827818,-9.686813549999997,136.2091547,Animalia,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Echinocephalus
Echinocephalus pseudouncinatus,2,marine,23.634501,24.4694025,25.304304,-102.552784,-96.30935099999999,-90.065918,Animalia,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Echinocephalus
Echinocephalus sinensis,2,marine,43.41302899999999,43.41302899999999,43.41302899999999,34.299316,34.299316,34.299316,Animalia,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Echinocephalus
Echinocephalus uncinatus,2,marine,12.2501506,29.158582999999997,41.87194,12.56738,48.193155499999996,114.404754,Animalia,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Echinocephalus
Echinococcus granulosus,2,terrestrial,-51.796253,29.673776947560974,66.7613451,-116.5765035,13.683460590243902,174.885971,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus multilocularis,2,terrestrial,-31.2532183,43.97490370967742,64.8255441,-149.4936733,-25.10907887419355,146.921099,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus oligarthrus,2,terrestrial,6.42375,17.18523765,28.9337826,-102.552784,-87.05109885,-66.58973,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus vogeli,2,terrestrial,-1.831239,20.223645575,47.3682887,-95.30845339999999,-57.88603354999999,8.5374552,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinocotyle clerci,2,freshwater,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Echinocotyle
Echinocotyle rosseteri,3,freshwater,41.87194,48.347541925,56.130366,-106.346771,-4.579562950000002,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Echinocotyle
Echinorhynchus cinctulus,2,freshwater,48.379433,56.75452837499999,63.15587019999999,25.7481511,49.517320675,108.1649965,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus bothniensis,2,freshwater,61.92410999999999,61.92410999999999,61.92410999999999,25.7481511,25.7481511,25.7481511,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus gadi,3,marine,-14.5994134,51.64607984827586,71.706936,-149.0729714,-10.239663006896551,149.3658173,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus leidyi,2,freshwater,43.4501005,53.05867636,65.2481624,-124.8457334,-65.21667353,149.3658173,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus salmonis,3,freshwater,-14.5994134,45.97196842727273,64.8255441,-124.8457334,-59.03969220909091,123.7964613,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus truttae,2,freshwater,36.204824,49.469724899999996,60.47202399999999,-77.40677199999999,16.504094533333333,138.252924,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinuria uncinata,2,freshwater,23.684994,42.895434046666665,64.963051,-116.5765035,-5.0155163866666665,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Echinuria
Elaphostrongylus alces,2,terrestrial,60.12816100000001,60.300092500000005,60.47202399999999,8.468945999999999,13.5562235,18.643501,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Varestrongylus
Elaphostrongylus cervi,2,terrestrial,-40.900557,44.53315143,60.47202399999999,-113.571487,-7.38036123,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Elaphostrongylus
Elaphostrongylus rangiferi,2,terrestrial,53.1355091,56.826173775,60.47202399999999,-113.571487,-36.0298691,18.643501,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Elaphostrongylus
Enterobius vermicularis,1,terrestrial,-38.416097,23.618899283333334,64.963051,-102.552784,15.09257132857143,143.95555,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius
Epomidiostomum uncinatum,1,freshwater,14.497401,38.172319779999995,53.7608608,-102.552784,-35.40678373,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Epomidiostomum
Eubothrium rugosum,3,freshwater,45.0521793,55.65494745833333,63.15587019999999,-106.346771,-3.5504816749999994,105.318756,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Eubothrium
Eubothrium salvelini,3,freshwater,39.370134,53.60427319,78.90136,-127.6476205,-17.880657316666667,149.3658173,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Eubothrium
Eucoleus aerophilus,2,terrestrial,36.204824,45.9301144125,54.5259614,-113.571487,-2.5796901874999985,138.252924,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Eucoleus
Eucoleus annulatus,2,terrestrial,14.058324,32.2417691,54.5259614,-77.781167,29.256810925,108.277199,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Eucoleus contortus,2,terrestrial,27.6648274,34.96561688,38.861034,-81.5157535,28.266704240000003,138.252924,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Eurycestus avoceti,2,freshwater,46.227638,47.1236055,48.019573,2.213749,34.568716499999994,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Eurycestus
Eustrongylides excisus,3,freshwater,23.69781,45.12600512,63.15587019999999,15.2551187,52.64640518,120.960515,Animalia,Nematoda,Enoplea,Dioctophymatida,Dioctophymatidae,Eustrongylides
Eustrongylides ignotus,3,freshwater,-40.900557,18.29048365,39.0457549,-119.4179324,-44.09793141666666,174.885971,Animalia,Nematoda,Enoplea,Dioctophymatida,Dioctophymatidae,Eustrongylides
Eustrongylides tubifex,3,freshwater,23.684994,44.075203455,64.2008413,-149.4936733,-37.308276344999996,138.252924,Animalia,Nematoda,Enoplea,Dioctophymatida,Dioctophymatidae,Eustrongylides
Fessisentis fessus,2,freshwater,30.9842977,30.9842977,30.9842977,-91.96233269999999,-91.96233269999999,-91.96233269999999,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Fessisentidae,Fessisentis
Fessisentis friedi,2,freshwater,46.5653163,50.067158649999996,53.569001,-113.571487,-90.0167017,-66.46191639999999,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Fessisentidae,Fessisentis
Fessisentis necturorum,2,freshwater,30.9842977,34.790961949999996,38.5976262,-91.96233269999999,-86.20861765,-80.4549026,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Fessisentidae,Fessisentis
Filaroides hirthi,1,terrestrial,41.87194,47.62909763333333,54.7877149,-6.4923145,2.762938166666667,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Filaroides
Filaroides martis,3,terrestrial,36.204824,48.31599479090909,56.130366,-106.346771,10.044309836363638,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Filaroides
Filicollis anatis,2,freshwater,22,42.52690937777778,54.5259614,10.451526,33.973244522222224,79,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Filicollis
Fimbriaria fasciolaris,3,freshwater,-0.023559,38.09306228333333,56.130366,-116.5765035,12.557566233333333,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Fimbriaria
Fimbriarioides intermedia,2,freshwater,43.41302899999999,53.22146975,64.963051,-106.346771,-14.975677525000002,34.299316,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Fimbriarioides
Fimbriarioides tadornae,2,freshwater,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Fimbriarioides
Flamingolepis dolguschini,2,freshwater,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Flamingolepis
Flamingolepis flamingo,2,freshwater,37.5442706,43.930493866666666,48.019573,-4.7277528,21.469893399999997,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Flamingolepis
Flamingolepis liguloides,2,freshwater,34.5531284,39.61147805,46.227638,-4.7277528,6.136724825,18.0480105,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Flamingolepis
Flamingolepis tengizi,2,freshwater,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Flamingolepis
Gallegostrongylus australis,2,terrestrial,-31.2532183,-28.263808150000003,-25.274398,133.775136,140.3481175,146.921099,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Gallegostrongylus
Gangesia parasiluri,3,freshwater,33.223191,43.650675,61.52401,43.679291,95.75032366666667,138.252924,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Gangesia
Gastrotaenia paracygni,2,freshwater,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Gastrotaenia
Geopetitia aspiculata,2,terrestrial,53.7608608,53.7608608,53.7608608,-98.8138762,-98.8138762,-98.8138762,Animalia,Nematoda,Chromadorea,Rhabditida,Tetrameridae,Geopetitia
Glaridacris catostomi,2,freshwater,37.09024,46.99178515,56.130366,-106.4508639,-90.73753363,-77.82706689999999,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Glaridacris
Glaridacris confusa,2,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Capingentidae,Pseudoglaridacris
Glaridacris vogei,2,freshwater,53.7266683,53.7266683,53.7266683,-127.6476205,-127.6476205,-127.6476205,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Glaridacris
Glossocercus caribaensis,3,freshwater,23.634501,25.6496642,27.6648274,-102.552784,-92.03426875,-81.5157535,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Glossocercus
Gnathostoma vietnamicum,3,freshwater,15.870032,15.870032,15.870032,100.992541,100.992541,100.992541,Animalia,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Gnathostoma
Goezia ascaroides,3,freshwater,-33.137551,33.093542166666666,55.169438,-95.712891,15.21208721111111,91.9789563,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Goezia
Golvanacanthus blennii,2,marine,34.5531284,42.0543826,48.379433,12.56738,24.0200716,34.299316,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Golvanacanthus
