Foodweb,Full_name,Source_Brose,Source_Gilbert,Source_EcoBase,Source_GlobalWeb,Citation,Notes,Habitat,Latitude,Longitude,AbsLat,Nodes,Links,Link_Density,Generality,Norm_Gen,Vulnerability,Norm_Vul,Fraction_Basal,Fraction_Intermediate,Fraction_Top,Mean_Food_Chain,Modularity,MinLat,MaxLat,MinLon,MaxLon
Mojave Desert,Mojave Desert Terrestrial Food Web,no,no,no,yes,Eichenwald et al. 2024,Mojave/Sonoran Desert Ecoregion,terrestrial,35.008333,-115.474997,35.008333,237,1366,5.76371308,23.96491228,4.157894737,5.862660944,1.017167382,0.755274262,0.223628692,0.008438819,3.9006,0.264925052,,,,
Moosehead Lake,Moosehead Lake - Maine,no,yes,no,no,"Brooks, J.L. and Deevey, E.S. (1963). New England, In: D. G. Frey, (ed). Limnology in North America. (University of Wisconsin Press, Madison, Wisconsin, USA), pp. 117-162. ",Moosehead Lake - Maine,freshwater,45.4259201,-69.5922317,45.4259201,17,32,1.882352941,2.133333333,1.133333333,2.666666667,1.416666667,0.117647059,0.588235294,0.294117647,4.0125,0.252441406,,,,
Morgan's Creek,Morgan's Creek - Kentucky,no,yes,no,no,"G.W. Minshall. (1967). Role of Allochthonous Detritus in the Trophic Stucture of a Woodland Springbrook Community. Ecology. 48(1), pp. 139-149.",Morgan's Creek - Kentucky,freshwater,37.1544593,-80.2733706,37.1544593,13,36,2.769230769,3.272727273,1.181818182,4.5,1.625,0.153846154,0.461538462,0.384615385,3.3475,0.135416667,,,,
Mosendale_Beck,Mosendale Beck,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,54.41,-3.14,54.41,21,85,4.047619048,8.5,2.1,4.25,1.05,0.523809524,0.380952381,0.095238095,5.397435897,0.225981559,,,,
Mudflat - Cape Ann,Mudflat - Cape Ann - Massachusetts,no,yes,no,no,"R.W. Dexter. (1947). The Marine Communities of a Tidal Inlet at Cape Ann, Massachusetts: A Study in Bio-Ecology. Ecological Monographs, 17(3), pp. 261-294. ",Mudflat - Cape Ann - Massachusetts,terrestrial,42.3788774,-72.032366,42.3788774,19,36,1.894736842,2.4,1.266666667,2.769230769,1.461538462,0.210526316,0.473684211,0.315789474,3.355,0.310185185,,,,
Namib Sand dunes,Sand dunes - Namib Desert - Namibia,no,yes,no,no,"Holm, E. and Scholtz, C.H. (1980). Structure and pattern of the Namib Desert dune ecosystem at Gobabeb. Madoqua 1: 3Â39.",Sand dunes - Namib Desert - Namibia,terrestrial,-23.2335499,17.3231107,23.2335499,17,39,2.294117647,3,1.307692308,2.785714286,1.214285714,0.235294118,0.588235294,0.176470588,4.1085,0.258711374,,,,
Narrowdale,Narrowdale,no,yes,no,no,Thompson and Townsend (2005),"Broadleaf forest stream, Otago, New Zealand",freshwater,-45.77838,170.4201,45.77838,73,155,2.123287671,4.078947368,1.921052632,3.604651163,1.697674419,0.479452055,0.109589041,0.410958904,2.288333333,0.40314256,,,,
Nenetsky,Nenetsky,yes,no,no,no,Legagneux et al. 2014,High arctic terrestrial field sites,terrestrial,68.206261,56.103396,68.206261,24,71,2.958333333,3.944444444,1.333333333,5.071428571,1.714285714,0.25,0.333333333,0.416666667,2.980769231,0.237155326,,,,
Neusiedler Lake,Neusiedler Lake - Austria,no,yes,no,no,"Schiemer, F. (1979). The benthic community of the open lake. In: H. LÃ¶ffler, (ed). Neusiedlersee: The Limnology of a Shallow Lake in Central Europe, Junk, The Hague, pp. 337Â384.",Neusiedler Lake - Austria,freshwater,47.8003123,16.7366677,47.8003123,14,17,1.214285714,1.545454545,1.272727273,1.7,1.4,0.214285714,0.5,0.285714286,3.612,0.477508651,,,,
NorthCol,NorthCol,no,yes,no,no,Thompson and Townsend (2003),"Pine forest stream, Maine, USA",freshwater,44.67944,-69.23778,44.67944,80,240,3,4.897959184,1.632653061,4.528301887,1.509433962,0.3875,0.275,0.3375,2.696,0.332612847,,,,
OldLodge,Old Lodge,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,51.04,0.08,51.04,21,82,3.904761905,9.111111111,2.333333333,4.1,1.05,0.571428571,0.380952381,0.047619048,5.125181951,0.110559205,,,,
Onca,Pantanal Plain - Baia da Onca ,no,yes,no,no,"Angelini, R., Morais, R.J., Cattella, A.C., Resende, E.K., and Libralato, S. (2013). Aquatic food webs of the oxbow lakes in the Pantanal: A new site for fisheries guaranteed by alternated control?. Ecological Modelling, 253, pp. 82-96.",Pantanal Plain - Baia da Onca (ONCA model) - Paraguay River Basin - Brazil,freshwater,-10.6132242,-67.8240971,10.6132242,40,241,6.025,6.513513514,1.081081081,6.513513514,1.081081081,0.075,0.85,0.075,4.576,0.229861111,,,,
Oswego,Oswego Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.85,-74.9,43.85,33,134,4.060606061,7.444444444,1.833333333,4.1875,1.03125,0.454545455,0.515151515,0.03030303,5.981351981,0.315366237,,,,
Ovre Heimdalsvatn Lake,Ovre Heimdalsvatn Lake,no,yes,no,no,"P. Larsson, J.E. Brittain, L. Lien, A. Lillehammer, and K. Tangen. (1978). The Lake Ecosystem of Ovre Heimdalsvatn. Holarctic Ecology, 1, pp. 304-320. ",Ovre Heimdalsvatn Lake - Norway,freshwater,61.42,8.87,61.42,27,48,1.777777778,2.666666667,1.5,2.285714286,1.285714286,0.333333333,0.444444444,0.222222222,3.244,0.259331597,,,,
Owl,Owl Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.27,-74.15,44.27,30,70,2.333333333,5.833333333,2.5,2.692307692,1.153846154,0.6,0.266666667,0.133333333,2.467741935,0.387857143,,,,
Paran__River_Floodplain,Parana River Floodplain,no,no,yes,no,"Angelini R.,Agostinho A.A.(2005). Food web model of the Upper ParanÃÂ¡ River Floodplain: description and aggregation effects Ecological Modelling. pp 109-121",Brazil river,freshwater,-24,-54,24,40,185,4.625,5.138888889,1.111111111,4.625,1,0.1,0.875,0.025,7.0495,0.219058642,-22.5,-25.5,-55,-53
Pawnee,Shortgrass prairie - Colorado,no,yes,no,no,"Harris, L.D. and Paur, L. (1972). A quantitative food web analysis of a shortgrass community, Technical Report No. 154, Grassland Biome. (U.S. International Biological Program). ",Shortgrass prairie - Colorado,terrestrial,38.1858758,-99.240825,38.1858758,133,416,3.127819549,11.55555556,3.694444444,3.681415929,1.17699115,0.729323308,0.120300752,0.15037594,2.7855,0.399737657,,,,
Pinckney,Temporary pond - Edwin S. George Reserve,no,yes,no,no,"H.M. Wilbur. Competition, Predation, and the Structure of the Ambystoma-Rama Sylvatica Community. Ecology. 53(1), pp. 3-21.",Temporary pond - Michigan,freshwater,43.8341861,-75.7806349,43.8341861,12,23,1.916666667,2.3,1.2,2.3,1.2,0.166666667,0.666666667,0.166666667,4.551,0.212665406,,,,
Pine Plantation,Control site - Pine plantation - New Zealand,no,yes,no,no,"R.M. Thompson and C.R. Townsend. (2004). Land-use influences on New Zealand stream communities: effects of species composition, functional organisation, and food-web structure. New Zealand Journal of Marine and Freshwater Research. 38, pp. 595-608.",Control site - Pine plantation - New Zealand,terrestrial,40.0796458,-74.9113139,40.0796458,113,155,1.371681416,3.604651163,2.627906977,4.078947368,2.973684211,0.327433628,0.008849558,0.371681416,2.0705,0.451508845,,,,
Pine stream site,Control pine stream site - 1 yr post harvest - New Zealand,no,yes,no,no,"R.M. Thompson and C.R. Townsend. (2004). Land-use influences on New Zealand stream communities: effects of species composition, functional organisation, and food-web structure. New Zealand Journal of Marine and Freshwater Research. 38, pp. 595-608.",Control pine stream site - 1 yr post harvest - New Zealand,freshwater,-41.5000831,172.8344077,41.5000831,69,154,2.231884058,4.277777778,1.916666667,3.019607843,1.352941176,0.47826087,0.246376812,0.275362319,2.668,0.370867769,,,,
Porteirinho,Potreirinho Creek - Itatinga district - south-eastern Brazil,no,yes,no,no,"Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.",Potreirinho Creek - Itatinga district - south-eastern Brazil,freshwater,-15.74485,-43.02964,15.7749,119,310,2.605042017,3.131313131,1.202020202,4.626865672,1.776119403,0.058823529,0.504201681,0.327731092,3.817,0.344224766,,,,
Powder,Powder,no,yes,no,no,Thompson and Townsend (2003),"Pine forest stream, Maine, USA",freshwater,44.7397,-69.3781,44.7397,80,268,3.35,4.962962963,1.481481481,5.826086957,1.739130435,0.325,0.25,0.425,2.843,0.275409334,,,,
Prairie,Prairie - Manitoba,no,yes,no,no,"R.D. Bird. (1930). Biotic Communities of the Aspen Parkland of Central Canada. Ecology. 11(2), pp. 356-442.",Prairie - Manitoba,terrestrial,49.9194738,-98.2746027,49.9194738,15,25,1.666666667,1.785714286,1.071428571,2.5,1.5,0.066666667,0.6,0.333333333,3.558,0.3424,,,,
Pyrenees-Orientales perm,Permanent freshwater rockpool - France,no,yes,no,no,"Ohm, P. and Remmert, H. (1955). Etudes sur les rockpools des Pyrenees-Orientales, Vie et Milieu. 6:194-209.",Permanent freshwater rockpool - France,freshwater,46.603354,1.8883335,46.603354,10,14,1.4,1.75,1.25,1.555555556,1.111111111,0.2,0.7,0.1,4.846,0.232142857,,,,
Pyrenees-Orientales temp,Temporary freshwater rockpool - France,no,yes,no,no,"Ohm, P. and Remmert, H. (1955). Etudes sur les rockpools des Pyrenees-Orientales, Vie et Milieu. 6:194-209.",Temporary freshwater rockpool - France,freshwater,46.603354,1.8883335,46.603354,6,5,0.833333333,1.25,1.5,1.25,1.5,0.333333333,0.333333333,0.333333333,2.8095,0.26,,,,
Quick Pond,Quick pond - northern California,no,yes,no,no,"Preston, D.L., Orlofske, S.A., McLaughlin, J.P., and Johnson, P.T.J. (2012). Food web including infectious agents for a California freshwater pond. Ecology. 93(7), pp. 1760.",Quick pond - northern California,freshwater,41.1376039,-74.8486809,41.1376039,113,1902,16.83185841,20.9010989,1.241758242,16.98214286,1.008928571,0.194690265,0.796460177,0.008849558,12.758,0.229729378,,,,
Rain forest,Rain forest - Malaysia,no,yes,no,no,"J.L. Harrison. (1962). The Distribution of Feeding Habits Among Animals in a Tropical Rain Forest. Journal of Animal Ecology. 31(1), pp. 53-63.",Rain forest - Malaysia,terrestrial,3.1418967,101.6980571,3.1418967,11,14,1.272727273,1.75,1.375,2.8,2.2,0.272727273,0.181818182,0.545454545,2.6535,0.293367347,,,,
Rainbow,Little Rainbow Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.36,-74.33,44.36,52,246,4.730769231,7.935483871,1.677419355,5.020408163,1.06122449,0.403846154,0.538461538,0.057692308,3.89044586,0.199649679,,,,
Rajasthan Desert,Rajasthan Desert - India,no,yes,no,no,"Sharma, I.K. (1980). A study of ecosystems of the Indian desert. Trans. Indian Soc. Desert Technol. and Univ. Center Desert Stud. 5(2):51-55. ",Rajasthan Desert - India,terrestrial,27.5,70,27.5,22,59,2.681818182,3.470588235,1.294117647,3.470588235,1.294117647,0.227272727,0.545454545,0.227272727,3.998,0.24479786,,,,
Rat,Rat Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.35,-74.31,44.35,50,267,5.34,9.535714286,1.785714286,5.34,1,0.44,0.56,0,8.122522523,0.271782544,,,,
Razorback,Razorback Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.85,-74.92,43.85,42,176,4.19047619,7.652173913,1.826086957,4.292682927,1.024390244,0.452380952,0.523809524,0.023809524,5.886792453,0.304036219,,,,
Reindeer pasture,Reindeer pasture - Spitsbergen,no,yes,no,no,"V.S. Summerhayes. (1928). North-East Land and Hinlopen Strait. Journal of Ecology. 16(2), pp. 201-212.",Reindeer pasture - Spitsbergen,terrestrial,78.7198519,20.3493328,78.7198519,12,13,1.083333333,1.444444444,1.333333333,1.444444444,1.333333333,0.25,0.5,0.25,4.057,0.357988166,,,,
Ria_Lake_Tapajos,Ria-Lake Tapajos,no,no,yes,no,"Capitani, L., et al. (2021). Food web modeling indicates the potential impacts of increasing deforestation and fishing pressure in the TapajÃ³s River, Brazilian Amazon. Regional Environmental Change, 21(42).",Brazil River,freshwater,-4.3125,-55.64,4.3125,35,307,8.771428571,9.903225806,1.129032258,9.903225806,1.129032258,0.114285714,0.771428571,0.114285714,4.6515,0.057756581,-2.11,-6.515,-57.71,-53.57
River Cam,River Cam - England,no,yes,no,no,"P.H.T. Hartley. (1948). Food and Feeding Relationships in a Community of Fresh-Water Fishes. Journal of Animal Ecology. 17(1), pp.1-14.",River Cam - England,freshwater,52.210616,0.1421886,52.210616,18,32,1.777777778,2.285714286,1.285714286,2.133333333,1.2,0.222222222,0.611111111,0.166666667,3.884,0.290527344,,,,
River Clydach,River Clydach - Wales,no,yes,no,no,"J. R. Erichsen Jones. (1949). A Further Ecological Study of Calcareous Streams in the 'Black Mountain' District of South Wales. Journal of Animal Ecology. 18(2), pp. 142-159. ",River Clydach - Wales,freshwater,51.6880582,-3.8231446,51.6880582,12,27,2.25,3.375,1.5,2.7,1.2,0.333333333,0.5,0.166666667,3.389,0.163923182,,,,
River Rheidol,River Rheidol - Wales,no,yes,no,no,"J.R. Erichsen Jones. (1950). A Further Ecological Study of the River Rheidol: The Food of the Common Insects of the Main-Stream. Journal of Animal Ecology. 19(2), pp. 159-174.",River Rheidol - Wales,freshwater,52.3957019,-3.9280788,52.3957019,18,75,4.166666667,5.769230769,1.384615385,4.6875,1.125,0.277777778,0.611111111,0.111111111,3.7865,0.143377778,,,,
River Thames,River Thames - England,no,yes,no,no,"Mann, K.H. (1972). Case history:  The River Thames.  In: R. T. Oglesby, C. A. Carlson, and J. A. McCann (eds). River Ecology and Man, (Academic Press, New York and London), pp. 215-232.",River Thames - England,freshwater,51.5215931,0.0965787,51.5215931,10,13,1.3,2.166666667,1.666666667,1.625,1.25,0.4,0.4,0.2,2.6925,0.221893491,,,,
Rock,Rock Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.01,-75.02,44.01,22,42,1.909090909,3.230769231,1.692307692,2.210526316,1.157894737,0.409090909,0.454545455,0.136363636,2.6875,0.263321995,,,,
Russian,Russian Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.84,-74.81,43.84,24,60,2.5,4.285714286,1.714285714,2.608695652,1.043478261,0.416666667,0.541666667,0.041666667,3.648648649,0.189444444,,,,
Safford,Safford Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.78,-74.92,43.78,44,221,5.022727273,8.84,1.76,5.139534884,1.023255814,0.431818182,0.545454545,0.022727273,6.276449128,0.270295009,,,,
Saguaro,Saguaro,no,yes,no,no,Howes 1954,Desert Giant Cactus Forest,terrestrial,32.25,-110.5,32.25,48,138,2.875,3.538462,1.230769391,4.451613,1.54838713,0.1875,0.4583333,0.3541667,3.508264,0.2880172,,,,
Salt meadow,Salt meadow - New Zealand,no,yes,no,no,"K. Paviour-Smith. (1956). The Biotic Community of a Salt Meadow in New Zealand. Transactions of the Royal Society of New Zealand, 83(3), pp. 525-554.",Salt meadow - New Zealand,terrestrial,-37.0859902,174.647936,37.0859902,45,49,1.088888889,1.289473684,1.184210526,2.882352941,2.647058824,0.155555556,0.222222222,0.622222222,2.963,0.683881716,,,,
Sand Lake,Sand Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.01,-75.01,44.01,29,79,2.724137931,5.642857143,2.071428571,2.821428571,1.035714286,0.517241379,0.448275862,0.034482759,4.991967871,0.339661407,,,,
Satios_Novos_reservoir,Satios Novos reservoir,no,no,yes,no,Hydrobiologia,Brazil Reservoir,freshwater,-3.705995,-38.68402,3.705995,31,176,5.677419355,6.068965517,1.068965517,8.380952381,1.476190476,0.064516129,0.612903226,0.322580645,3.707,0.134507361,-3.62054,-3.79145,-38.77552,-38.59252
Shigayama Coniferous forest,Shigayama Coniferous forest - Japan,no,yes,no,no,"Kitazawa, Y. (1977) Ecosystem metabolism of the subalpine coniferous forest of the Shigayama IBP Area. In: Y. Kitazawa (ed), Ecosystem Analysis of the Subalpine Coniferous Forest of the Shigayama IBP Area, Central Japan. (Japanese Committee for the International Biological Program Synthesis, Tokyo), 15:181-196.",Shigayama Coniferous forest - Japan,terrestrial,36.5748441,139.2394179,36.5748441,10,13,1.3,1.625,1.25,1.625,1.25,0.2,0.6,0.2,4.0925,0.434911243,,,,
Skipwith,Skipwith Pond,yes,no,no,no,Warren 1989,Skipwith Pond,freshwater,53.827343,-0.997596,53.827343,34,354,10.41176471,10.72727273,1.030303031,11.0625,1.0625,0.029411765,0.911764706,0.058823529,11.43468586,0.062230839,,,,
Soft water stream,Soft water trout stream - Ontario - Canada,no,yes,no,no,"Ricker, W.E. (1934).  An ecological classification of certain Ontario streams. Univ. Toronto Studies, Biol. Serv. 37, (Publ. Ontario Fish. Res. Lab.), 49:7-114.",Soft water trout stream - Ontario - Canada,freshwater,35.7032852,-108.4504089,35.7032852,23,30,1.304347826,4.285714286,3.285714286,1.428571429,1.095238095,0.695652174,0.217391304,0.086956522,2.6615,0.423888889,,,,
Sonora Desert,Sonora Desert - Arizona,no,yes,no,no,"Howes, P.G. (1954). The Giant Cactus Forest and Its World: A Brief Biology of the Cactus Forest of Our American Southwest (Duell, Sloan, and Pearce, New York), pp. 222-239.",Sonora Desert - Arizona,terrestrial,32.2598642,-112.9262583,32.2598642,48,138,2.875,3.538461538,1.230769231,4.451612903,1.548387097,0.1875,0.458333333,0.354166667,3.31,0.305581811,,,,
South Lake,South Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.84,-74.88,43.84,22,36,1.636363636,4,2.444444444,2.769230769,1.692307692,0.590909091,0,0.409090909,2,0.36882716,,,,
South Yamal Tundra,Tundra - South Yamal - Siberia,no,yes,no,no,"Dunaeva, T. and Kucheruk, V. (1941). Material on the ecology of the terrestrial vertebrates of the tundra of south Yamal. Bull. Soc. Nat. Moscou (N.S., Zool. Sect.). 4(19):1-80.",Tundra - South Yamal - Siberia,terrestrial,45.1685441,8.0902162,45.1685441,11,17,1.545454545,1.888888889,1.222222222,2.833333333,1.833333333,0.181818182,0.363636364,0.454545455,3.061,0.240484429,,,,
Squaw,Squaw Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.64,-74.74,43.64,41,166,4.048780488,10.375,2.5625,4.15,1.025,0.609756098,0.365853659,0.024390244,4.946153846,0.329403122,,,,
St Marks,Goose Creek Bay - St. Marks National Wildlife Refuge - Florida - USA,no,yes,no,no,"Christian, R.R., and Luczkovich, J.J. (1999). Organizing and understanding a winter's seagrass foodweb network through effective trophic levels. Ecological Modelling. 117. pp. 99-124.",Goose Creek Bay - St. Marks National Wildlife Refuge - Florida - USA,freshwater,30.1612024,-84.2064795,30.1612024,48,221,4.604166667,5.261904762,1.142857143,5.666666667,1.230769231,0.125,0.6875,0.1875,4.7845,0.266098155,,,,
Stink lake,Stink Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.63,-74.81,43.63,53,281,5.301886792,9.689655172,1.827586207,5.301886792,1,0.452830189,0.528301887,0.018867925,5.946472019,0.337683091,,,,
StMartin,St Martin/St Maarten,no,yes,no,no,Goldwasser & Roughgarden 1993,Caribbean Island,terrestrial,18.066667,-63.05,18.066667,44,218,4.954545,5.736842,1.157894822,6.055556,1.222222424,0.1363636,0.6818182,0.1818182,5.784329,0.2602159,,,,
Stony,Stony Stream,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-45.15484,169.34563,45.15484,113,830,7.345132743,16.6,2.26,9.02173913,1.22826087,0.557522124,0.256637168,0.185840708,3.359816152,0.156019016,,,,
Sutton,Sutton Stream,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-45.155118,169.345868,45.155118,87,423,4.862068966,18.39130435,3.782608696,5.565789474,1.144736842,0.735632184,0.137931034,0.126436782,2.733178654,0.133253972,,,,
Svalbard,Svalbard,yes,no,no,no,Legagneux et al. 2014,Svalbard,terrestrial,78.794285,18.25975,78.794285,13,21,1.615384615,3,1.857142857,2.1,1.3,0.461538462,0.307692308,0.230769231,2.772727273,0.250566893,,,,
Swamp S FL,Swamp - South Florida,no,yes,no,no,"Harris, L.D. and Bowman, G.B. (1980). Vertebrate predator subsystem. In:  A. I. Breymeyer and G. M. Van Dyne, (eds). Grasslands, Systems Analysis and Man. International Biological Programme Series, no. 19. (Cambridge University Press, Cambridge, England), pp. 591-607.",Swamp - South Florida,terrestrial,30.2959186,-81.6426369,30.2959186,27,50,1.851851852,2.083333333,1.125,2.173913043,1.173913043,0.111111111,0.740740741,0.148148148,5.366,0.365,,,,
Tasek Bera swamp,Tasek Bera swamp - Malaysia,no,yes,no,no,"Mizuno, N. & Furtado, J.I. (1982). Ecological notes on fishes. In J. I. Furtado & S. Mori (eds), The Ecology of a Tropical Freshwater Swamp, the Tasek Bera. (Dr W. Junk Publishers, The Hague), pp.321-349.",Tasek Bera swamp - Malaysia,freshwater,4.5693754,102.2656823,4.5693754,27,49,1.814814815,2.578947368,1.421052632,2.130434783,1.173913043,0.296296296,0.555555556,0.148148148,4.3525,0.485006247,,,,
Test,Test Stream,yes,no,no,no,Gray et al. 2015; Thompson et al. 2017,UK streams,freshwater,51.14,-1.47,51.14,121,3195,26.40495868,42.03947368,1.592105263,27.30769231,1.034188034,0.371900826,0.595041322,0.033057851,9.9006,0.090369794,,,,
Thermal spring community,Thermal spring community (25-40 C) Yellowstone Nat'l Park - USA,no,yes,no,no,"N.C. Collins, R. Mitchell, and R.G. Wiegert. (1976). Functional Analysis of a Thermal Spring Ecosystem, with an Evaluation of the Role of Consumers. Ecology. 57(6), pp. 1221-1232.",Thermal spring community (25-40 C) Yellowstone Nat'l Park - USA,freshwater,36.7276168,28.8117606,36.7276168,15,43,2.866666667,3.071428571,1.071428571,4.3,1.5,0.066666667,0.6,0.333333333,3,0.065711195,,,,
TLE,Twin Lake East,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.62,-74.64,43.62,13,16,1.230769231,2.666666667,2.166666667,1.777777778,1.444444445,0.538461538,0.153846154,0.307692308,2.285714286,0.388671875,,,,
TLW,Twin Lake West,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.62,-74.64,43.62,26,59,2.269230769,4.916666667,2.166666667,3.277777778,1.444444445,0.538461538,0.153846154,0.307692308,2.2,0.359092215,,,,
Trelease,Trelease Woods,no,no,no,yes,Twomey 1945,Old Growth Forest,terrestrial,40.1297,-88.1437,40.1297,30,66,2.2,2.75,1.25,3,1.363636364,0.2,0.5333333,0.2666667,3.344828,0.3001607,,,,
Troy,Troy,no,no,no,yes,Thompson and Townsend (2003),"Pine forest stream, North Carolina, USA",freshwater,35.0442,-83.4358,35.0442,92,181,1.967391304,3.290909091,1.672727273,4.891891892,2.486486486,0.402173913,0,0.597826087,2,0.470498459,,,,
Tuesday,Tuesday Lake 1986,yes,no,no,no,Jonsson et al. 2005,Tuesday Lake,freshwater,46.251182,-89.497252,46.251182,51,241,4.725490196,10.95454545,2.318181818,4.82,1.02,0.568627451,0.392156863,0.039215686,5.844708829,0.286173293,,,,
Twelfth,Twelfth Tee Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.34,-74.34,44.34,31,80,2.580645161,6.153846154,2.384615385,2.666666667,1.033333333,0.580645161,0.387096774,0.032258065,4.823076923,0.371815414,,,,
Upper Parana River,Upper Parana River Floodplain - Brazil,no,yes,no,no,"Angelini, R., Agostinho, A.A. (2005). Food web model of the Upper ParanÂ´a River Floodplain: description and aggregation effects. Ecological Modelling. 181, pp. 109-121.",Upper Parana River Floodplain - Brazil,freshwater,-10.3333333,-53.2,10.3333333,40,185,4.625,5.138888889,1.111111111,4.625,1,0.1,0.875,0.025,7.937,0.214459877,,,,
USSR,Sphagnum bog - Russia - USSR,no,yes,no,no,"N.N. Smirnov. Food cycles in sphagnous bogs. Hydrobiologia. 17, pp. 175-182.",Sphagnum bog - Russia - USSR,freshwater,46.3421653,48.0254474,46.3421653,18,22,1.222222222,1.692307692,1.384615385,1.571428571,1.285714286,0.277777778,0.5,0.222222222,5.2145,0.512396694,,,,
Venlaw,Venlaw,no,yes,no,no,Thompson and Townsend (2003),"Pine forest stream, North Carolina, USA",freshwater,35.044,-83.45,35.044,69,187,2.710144928,4.065217391,1.5,5.194444444,1.916666667,0.333333333,0.188405797,0.47826087,2.616666667,0.316423118,,,,
Vilas,Temporary pond - Vilas County,no,yes,no,no,"Schneider, D.W. (1997). Predation and Food Web Structure along a Habitat Duration Gradient. Oecologia. 110, pp. 567-575. ",Temporary pond - Vilas County - northern Wisconsin,freshwater,46.0382686,-89.4734462,46.0382686,77,958,12.44155844,12.60526316,1.013157895,12.44155844,1,0.012987013,0.974025974,0.012987013,15.569,0.19765637,,,,
Vorderer Finstertaler Lake,Vorderer Finstertaler Lake - Austria,no,yes,no,no,"Pechlaner, R., Bretschko, G., Gollmann, P., Pfeifer, H., Tilzer, M., Weissenbach, H.P. (1972). The production processes in two highmountain lakes (Vorderer and Hinterer Finstertaler See, KÃ¼htai, Austrai). In: Z. Kajak and A. Hillbricht-Ilkowska, (eds). Productivity problems in freshwaters. (Warsaw: Polish Scientific Publishers), pp. 239-269.",Vorderer Finstertaler Lake - Austria,freshwater,47.59397,14.12456,47.59397,9,14,1.555555556,2.333333333,1.5,1.75,1.125,0.333333333,0.555555556,0.111111111,3.9,0.214285714,,,,
Wensum,Wensum,yes,no,no,no,Gray et al. 2015; Thompson et al. 2017,UK streams,freshwater,52.78,0.95,52.78,127,3487,27.45669291,45.88157895,1.671052632,28.58196721,1.040983607,0.401574803,0.559055118,0.039370079,6.565,0.09593059,,,,
Whipple,Whipple Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.39,-74.3,44.39,32,134,4.1875,6.380952381,1.523809524,4.322580645,1.032258064,0.34375,0.625,0.03125,5.157986111,0.192520776,,,,
Willow forest,Willow forest - Manitoba,no,yes,no,no,"R.D. Bird. (1930). Biotic Communities of the Aspen Parkland of Central Canada. Ecology. 11(2), pp. 356-442.",Willow forest - Manitoba,terrestrial,30.0942379,-95.5490505,30.0942379,12,14,1.166666667,1.75,1.5,1.75,1.5,0.333333333,0.333333333,0.333333333,3.351,0.364795918,,,,
Wolf,Wolf Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.63,-74.66,43.63,27,41,1.518518519,5.857142857,3.857142857,1.576923077,1.038461539,0.740740741,0.222222222,0.037037037,2.942857143,0.378346222,,,,
Wytham wood,Wytham wood - England,no,yes,no,no,"Varley, G.C. (1970). The concept of energy applied to a woodland community. In: A. Watson, (ed). Animal populations in relation to their food resources. (Blackwell Scientific, Oxford, England), pp. 389-401.",Wytham wood - England,terrestrial,51.7756182,-1.3348536,51.7756182,22,39,1.772727273,2.166666667,1.222222222,2.4375,1.375,0.181818182,0.545454545,0.272727273,3.846,0.383957922,,,,
Yamal,Yamal,yes,no,no,no,Legagneux et al. 2014,High arctic terrestrial field sites,terrestrial,70.100652,69.543485,70.100652,22,64,2.909090909,4,1.375,4.571428571,1.571428571,0.272727273,0.363636364,0.363636364,2.992424242,0.184692383,,,,
