Foodweb,Full_name,Source_Brose,Source_Gilbert,Source_EcoBase,Source_GlobalWeb,Citation,Notes,Habitat,Latitude,Longitude,AbsLat,Nodes,Links,Link_Density,Generality,Norm_Gen,Vulnerability,Norm_Vul,Fraction_Basal,Fraction_Intermediate,Fraction_Top,Mean_Food_Chain,Modularity,MinLat,MaxLat,MinLon,MaxLon
Raja_Ampat,Raja Ampat,no,no,yes,no,"Pitcher T.J.,Ainsworth C.H.,Bailey M.(2007). Ecological and economic analyses of marine ecosystems in the bird's head seascape, Papua, Indonesia: I Fisheries Centre Research Reports",Indonesia coral reef,marine,1.25,130.25,1.25,98,2444,24.93877551,26.85714286,1.076923077,25.19587629,1.010309278,0.071428571,0.918367347,0.010204082,26.537,0.133367082,2.25,0.25,129.25,131.25
Ria_Formosa,Ria Formosa,no,no,yes,no,"Gamito S.,Erzini K.(2005). Trophic food web and ecosystem attributes of a water reservoir of the Ria Formosa (south Portugal) Ecological Modelling. pp 509-520",Portugal coastal lagoon,marine,37.02341561,-7.797225373,37.02341561,14,70,5,5.833333333,1.166666667,5,1,0.142857143,0.857142857,0,5.486,0.129476584,37.03424,37.03291,-7.805843,-7.803892
Rocas_Atoll,Rocas Atoll,no,no,yes,no,"Capitani, L., Angelini, R., et al. (2021). Ocean Warming Will Reduce Standing Biomass in a Tropical Western Atlantic Reef Ecosystem.",Brazil Coral reef,marine,-3.86468,-33.804485,3.86468,28,130,4.642857143,5.416666667,1.166666667,5.652173913,1.217391304,0.142857143,0.678571429,0.178571429,4.011,0.201390533,-3.8498,-3.87956,-33.823,-33.78597
Rocky shore - Bay of Panama,Rocky shore - Bay of Panama,no,yes,no,no,"B.A. Menge, J. Lubchenco, S.D. Gaines, and L.R. Ashkenas. (1986). A test of the Menge-Sutherland model of community organization in a tropical rocky intertidal food web. Oecologia, 71, pp. 75-89.",Rocky shore - Bay of Panama,marine,55.05257518,-1.4338076,55.05257518,27,62,2.296296296,2.48,1.08,2.952380952,1.285714286,0.074074074,0.703703704,0.222222222,3.803,0.277315297,,,,
Rocky shore - Cabrillo Point,Rocky shore - Cabrillo Point - California,no,yes,no,no,"W.G. Hewatt. (1937). Ecological Studies on Selected Marine Intertidal Communities of Monterey Bay, California. American Midland Naturalist. 18(2), pp. 161-206.",Rocky shore - Cabrillo Point - California,marine,35.42509766,-120.8996094,35.42509766,14,20,1.428571429,2,1.4,1.818181818,1.272727273,0.285714286,0.5,0.214285714,3.247,0.365,,,,
Rocky shore - Cape Ann,Rocky shore - Cape Ann - Massachusetts,no,yes,no,no,"R.W. Dexter. (1947). The Marine Communities of a Tidal Inlet at Cape Ann, Massachusetts: A Study in Bio-Ecology. Ecological Monographs, 17(3), pp. 261-294. ",Rocky shore - Cape Ann - Massachusetts,marine,42.33110352,-71.04619141,42.33110352,13,23,1.769230769,2.3,1.3,2.090909091,1.181818182,0.230769231,0.615384615,0.153846154,3.253,0.263705104,,,,
Rocky shore - Cape Flattery ,Rocky shore - Cape Flattery - Washington,no,yes,no,no,"R.T. Paine. Food Webs: Linkage, Interaction Strength and Community Infrastructure. Journal of Animal Ecology, 49(3), pp. 666-685.",Rocky shore - Cape Flattery - Washington,marine,38.88925781,-77.03037109,38.88925781,22,31,1.409090909,1.55,1.1,2.384615385,1.692307692,0.090909091,0.5,0.409090909,2.9675,0.376690947,,,,
Rocky shore - central Chile,Rocky shore - central Chile,no,yes,no,no,"Castilla, J.C. (1981). Perspectivas de investigacion en estructura y dinamica de comunidades intermareales rocosas de Chile Central. II. Depredadores de alto invel trofico. Medio Ambiente 5: 190-215.",Rocky shore - central Chile,marine,-18.40748228,-70.36040037,18.40748228,21,57,2.714285714,3.166666667,1.166666667,3.352941176,1.235294118,0.142857143,0.666666667,0.19047619,3.7325,0.1848261,,,,
Rocky shore - Gulf of Maine,Rocky shore - Gulf of Maine - USA,no,yes,no,no,"D.C. Edwards, D.O. Conover, and F. Sutter III. Mobile Predators and the Structure of Marine Intertidal Communities. Ecology, 63(4), pp. 1175-1180.",Rocky shore - Gulf of Maine - USA,marine,29.70234375,-95.02285156,29.70234375,10,22,2.2,2.75,1.25,2.444444444,1.111111111,0.2,0.7,0.1,4.446,0.099173554,,,,
Rocky shore - Monterey Bay ,Rocky shore - Monterey Bay - California,no,yes,no,no,"Glynn, P.W. (1965). Community composition, structure, and interrelationships in the marine intertidal Endocladia muricata-Balanaus glandula association in Monterey Bay, California. Beaufortia, 12: 1-198.",Rocky shore - Monterey Bay - California,marine,35.42509766,-120.8996094,35.42509766,37,79,2.135135135,2.46875,1.15625,3.16,1.48,0.135135135,0.540540541,0.324324324,3.1415,0.416920365,,,,
Rocky shore - Torch Bay,Rocky shore - Torch Bay - Alaska,no,yes,no,no,"R.T. Paine. Food Webs: Linkage, Interaction Strength and Community Infrastructure. Journal of Animal Ecology, 49(3), pp. 666-685.",Rocky shore - Torch Bay - Alaska,marine,61.50078125,-149.4335449,61.50078125,22,35,1.590909091,1.75,1.1,3.5,2.2,0.090909091,0.363636364,0.545454545,3.048,0.356734694,,,,
Ross sea,Ross sea,no,yes,no,no,"Patten, B.C. and Finn, J.T. (1979). Systems approach to continental shelf ecosystems, In: E. Halfon, (ed). Theoretical systems ecology. (Academic Press, New York, USA), pp. 183-212.",Ross sea,marine,52.18826121,-6.836211364,52.18826121,10,21,2.1,3,1.428571429,2.333333333,1.111111111,0.3,0.6,0.1,5.3505,0.18,,,,
Salicornia Salt Marsh,Salt Marsh - California,no,yes,no,no,"R. F. Johnston. (1956). Predation by Short-Eared Owls on a Salicornia Salt Marsh'. The Wilson Bulletin, 68(2), pp. 91-102.",Salt Marsh - California,marine,34.4137074,-119.8775782,34.4137074,13,26,2,2.363636364,1.181818182,2.363636364,1.181818182,0.153846154,0.692307692,0.153846154,3.7345,0.324704142,,,,
Salt marsh GA,Salt marsh - Georgia,no,yes,no,no,"J. M. Teal. (1962). Energy Flow in the Salt Marsh Ecosystem of Georgia. Ecology, 43(4), pp. 614-624.",Salt marsh - Georgia,marine,31.12705078,-81.46035156,31.12705078,7,6,0.857142857,1.5,1.75,1.2,1.4,0.428571429,0.285714286,0.285714286,3,0.319444444,,,,
Salt marsh RI,Salt marsh - Rhode Island - U.S.A.,no,yes,no,no,"S.W. Nixon and C.A. Oviatt. (1973). Ecology of a New England Salt Marsh. Ecological Monographs, 43(4), pp. 463-498.",Salt marsh - Rhode Island - U.S.A.,marine,41.74064989,-71.32048085,41.74064989,15,25,1.666666667,2.272727273,1.363636364,2.272727273,1.363636364,0.266666667,0.466666667,0.266666667,3.504,0.292,,,,
Sand beach CA,Sand beach - California,no,yes,no,no,"Nybakken, J.W. (1982). Marine Biology: An Ecological Approach. (Harper and Row, New York). ",Sand beach - California,marine,37.2712223,-122.410283,37.2712223,14,23,1.642857143,1.916666667,1.166666667,2.090909091,1.272727273,0.142857143,0.642857143,0.214285714,3.4125,0.303402647,,,,
Sandy beaches,Sandy beaches - Peru,no,yes,no,no,"Koepcke, H.W. and Koepcke, M. (1952). Sobre el proceso de transformacion de la materia organica en las playas arenosas marinas del Peru.  Publ. Univ. Nac. Mayer San Marcos, Zoologie Serie A, No. 8, p. 24.",Sandy beaches - Peru,marine,40.69510983,-73.9923746,40.69510983,46,74,1.608695652,2.3125,1.4375,3.083333333,1.916666667,0.217391304,0.304347826,0.391304348,3.259,0.458181154,,,,
Santa_Pola_Bay,Santa Pola Bay,no,no,yes,no,"Bayle-Sempere J.T.,ArreguÃÂ­n-SÃÂ¡nchez F.,Sanchez-Jerez P.,Salcido-Guevara L.A.,Fernandez-Jover D.,Zetina-RejÃÂ³n M.J.(2013). Trophic structure and energy fluxes around a Mediterranean fish farm Ecological Modelling. pp 135-147",Spain,marine,38.096235,-0.6044179,38.096235,41,291,7.097560976,7.864864865,1.108108108,7.657894737,1.078947368,0.097560976,0.829268293,0.073170732,6.679,0.219905655,38.09821,38.09426,-0.6068282,-0.6020076
SantaBarb,Carpinteria,yes,no,no,no,Lafferty et al. 2006,California salt marsh,marine,34.39198424,-119.5428908,34.39198424,69,288,4.173913043,8.470588235,2.029411765,4.298507463,1.029850746,0.507246377,0.463768116,0.028985507,4.777391304,0.319667486,,,,
Seagrass_and_Mangrove_Terminos_Lagoon,Seagrass and Mangrove Terminos Lagoon,no,no,yes,no,"Rivera-Arriaga E.,Lara-DomÃÂ­nguez A.L.,Villalobos-Zapata G.,YÃÂ¡ÃÂ±ez-Arancibia A.,Rivera-Arriaga E.,Lara-DomÃÂ­nguez A.L.,Villalobos-Zapata G.,YÃÂ¡ÃÂ±ez-Arancibia A.(2003). Trophodynamic ecology of two critical habitats (seagrasses and mangroves) in TÃÂ©rminos Lagoon, southern Gulf of Mexico From Mexico to Brazil: Central Atlantic Fisheries Catch Trends and Ecosystem Models. pp 245-254. In Zeller D.,Booth S.,Pauly D.,Zeller D.,Booth S.,Pauly D.,Zeller D.,Booth S.,Pauly D.,Zeller D.,Booth S.,Pauly D.",Mexico coastal lagoon,marine,18.6665,-91.5835,18.6665,16,75,4.6875,5.769230769,1.230769231,4.6875,1,0.1875,0.75,0.0625,4.3595,0.114044444,19,18.333,-92,-91.167
Sechura_Bay,Sechura Bay,no,no,yes,no,"Taylor M.H.,Wolff M.,Vadas F.,Yamashiro C.(2008). Trophic and environmental drivers of the Sechura Bay Ecosystem (Peru) over an ENSO cycle Helgoland Marine Research. pp 15-32",Peru bay/fjord,marine,-5.695673,-80.966785,5.695673,21,81,3.857142857,4.5,1.166666667,4.5,1.166666667,0.142857143,0.666666667,0.19047619,4.7515,0.247523243,-5.513412,-5.877934,-81.07467,-80.8589
Sendai Bay,Sendai Bay - mesopelagic zone - Japan,no,yes,no,no,"Hatanaka, M.A. (1977). Sendai Bay. In: K.  Hogetsu, M. Horanaka, T. Hatanaka, T. Kawamura, (eds). Productivity of Biocenoses in Coastal Regions of Japan. (Japanese Committee for the International Biological Program Synthesis, Tokyo), 14:173-221.",Sendai Bay - mesopelagic zone - Japan,marine,38.1667,141.1667,38.1667,12,19,1.583333333,1.727272727,1.090909091,2.375,1.5,0.083333333,0.583333333,0.333333333,3.6665,0.281163435,,,,
Senegambia,Senegambia,no,no,yes,no,"Samb B.,Mendy A.(2004). Dynamique du rÃÂ©seau trophique de l'ÃÂ©cosystÃÂ¨me sÃÂ©nÃÂ©gambien en 1990 West African marine ecosystems: models and fisheries impacts. pp 57-70. In Palomares M.L.D.,Pauly D.","Senegal,Gambia continental shelf",marine,14.193845,-16.97198,14.193845,18,63,3.5,4.5,1.285714286,4.846153846,1.384615385,0.222222222,0.5,0.277777778,3.944,0.275060468,16.07371,12.31398,-17.83752,-16.10644
SF1I1,SF1I1,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62438905,-68.24282504,48.62438905,15,30,2,4.285714286,2.142857143,2.5,1.25,0.533333333,0.133333333,0.333333333,2.16,0.316111111,,,,
SF1I2,SF1I2,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62428141,-68.24307149,48.62428141,20,58,2.9,5.272727273,1.818181818,4.461538462,1.538461538,0.45,0.1,0.45,2.245283019,0.259066587,,,,
SF1I3,SF1I3,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62435533,-68.24290226,48.62435533,27,107,3.962962963,6.6875,1.6875,5.631578947,1.421052632,0.407407407,0.222222222,0.37037037,3.307692308,0.252244898,,,,
SF1I4,SF1I4,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62438723,-68.24282921,48.62438723,21,80,3.80952381,6.153846154,1.615384615,4.705882353,1.235294118,0.380952381,0.238095238,0.380952381,3.12371134,0.218671875,,,,
SF1M1,SF1M1,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62440007,-68.24279982,48.62440007,12,28,2.333333333,4,1.714285714,3.5,1.5,0.416666667,0.166666667,0.416666667,2.333333333,0.227678571,,,,
SF1M2,SF1M2,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62445448,-68.24267523,48.62445448,10,16,1.6,2.666666667,1.666666667,3.2,2,0.4,0.1,0.5,2.214285714,0.419921875,,,,
SF1M3,SF1M3,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.6243943,-68.24281302,48.6243943,15,30,2,3.333333333,1.666666667,3.75,1.875,0.4,0.133333333,0.466666667,2.269230769,0.315,,,,
SF1M4,SF1M4,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62434866,-68.24291753,48.62434866,15,31,2.066666667,3.1,1.5,3.875,1.875,0.333333333,0.066666667,0.6,2.222222222,0.353277836,,,,
SF2I1,SF2I1,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62494397,-68.24155443,48.62494397,16,34,2.125,3.090909091,1.454545455,4.25,2,0.3125,0.0625,0.625,2.133333333,0.317906574,,,,
SF2I2,SF2I2,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62494335,-68.24155587,48.62494335,19,51,2.684210526,4.25,1.583333333,5.1,1.9,0.368421053,0.052631579,0.578947368,2.106382979,0.252018454,,,,
SF2I3,SF2I3,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62496949,-68.24149599,48.62496949,15,31,2.066666667,3.875,1.875,3.1,1.5,0.466666667,0.066666667,0.466666667,2.148148148,0.365764828,,,,
SF2I4,SF2I4,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62501022,-68.24140273,48.62501022,14,32,2.285714286,6.4,2.8,2.666666667,1.166666667,0.642857143,0.142857143,0.214285714,2.464285714,0.190917969,,,,
SF2M1,SF2M1,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62473299,-68.24203754,48.62473299,14,32,2.285714286,3.555555556,1.555555556,4.571428571,2,0.357142857,0.071428571,0.571428571,2.137931034,0.270996094,,,,
SF2M2,SF2M2,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62478347,-68.24192195,48.62478347,15,30,2,2.307692308,1.153846154,3.333333333,1.666666667,0.133333333,0.333333333,0.533333333,3.333333333,0.412627551,,,,
SF2M3,SF2M3,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62485338,-68.24176187,48.62485338,20,55,2.75,3.4375,1.25,3.928571429,1.428571429,0.2,0.35,0.45,3.355555556,0.381452474,,,,
SF2M4,SF2M4,yes,no,no,no,"Vinagre et al., unpublished",Canadian intertidal rocky pools,marine,48.62467525,-68.24216973,48.62467525,17,49,2.882352941,3.769230769,1.307692308,3.769230769,1.307692308,0.235294118,0.352941176,0.411764706,3.555555556,0.391068053,,,,
Sierra_Leone,Sierra Leone,no,no,yes,no,"Heymans J.J.,Vakily J.M.(2004). Structure and dynamics of the marine ecosystem off Sierra Leone for three time periods: 1964, 1978, 1990 West African marine ecosystems: models and fisheries impacts. pp 160-169. In Palomares M.L.D.,Pauly D.",Sierra Leone continental shelf,marine,6.5457395,-13.826165,6.5457395,44,416,9.454545455,9.904761905,1.047619048,9.454545455,1,0.045454545,0.954545455,0,9.6475,0.171642326,9.094974,3.996505,-16.22729,-11.42504
Sinaloa_sur_MEXICO,Sinaloa sur MEXICO,no,no,yes,no,"Salcido Guevara L.A.(2006). Estructura y flujos de biomasa en un ecosistema bentonico explotado en el Sur de Sinaloa, Mexico",Mexico continental shelf,marine,23.267,-106.6415,23.267,37,311,8.405405405,9.147058824,1.088235294,8.405405405,1,0.081081081,0.918918919,0,13.3955,0.156586415,24.167,22.367,-107.45,-105.833
Sirinhacm_Estuary,Sirinhacm River Estuary,no,no,yes,no,https://www.sciencedirect.com/science/article/pii/S0924796317303482,Brazil Estuary,marine,-8.595295637,-35.03517303,8.595295637,25,154,6.16,7.333333333,1.19047619,6.416666667,1.041666667,0.16,0.8,0.04,4.934,0.104425648,-8.57,-8.61,-35.07,-35.03
Sonda_de_Campeche,Sonda de Campeche,no,no,yes,no,"Manickchand-Heileman S.,Soto L.A.,Escobar E.(1998). A Preliminary Trophic Model of the Continental Shelf, South-western Gulf of Mexico Estuarine, Coastal and Shelf Science. pp 885-899",Mexico continental shelf,marine,19.247375,-92.60326,19.247375,19,116,6.105263158,6.823529412,1.117647059,6.444444444,1.055555556,0.105263158,0.842105263,0.052631579,6.083,0.094173389,20.09213,18.40262,-94.25494,-90.95158
Sorfjord,Sorfjord,no,no,yes,no,Falk-Petersen J.(2004). Ecosystem effects of red king crab invasion - a modelling approach using Ecopath with Ecosim,Norway bay/fjord,marine,69.65,19.8,69.65,25,135,5.4,5.869565217,1.086956522,5.869565217,1.086956522,0.08,0.8,0.12,5.0615,0.202829138,70,69.3,19.5,20.1
South Africa beach,Sand beach - South Africa,no,yes,no,no,"Brown, A.C. (1964). Food relationships on the intertidal sandy beaches of the Cape Peninsula. S. Afr. J. Sci. 60:35-41. ",Sand beach - South Africa,marine,-33.7401423,18.43976737,33.7401423,21,36,1.714285714,1.894736842,1.105263158,2.4,1.4,0.095238095,0.619047619,0.285714286,3.4015,0.425154321,,,,
South_Benguela,South Benguela,no,no,yes,no,"Shannon L.J.,Moloney C.L.,Jarre A.,Field J.G.(2003). Trophic flows in the southern Benguela during the 1980s and 1990s Journal of Marine Systems. pp 83-116",South Africa upwelling,marine,-31.69377844,18.18451557,31.69377844,32,232,7.25,8,1.103448276,7.483870968,1.032258065,0.09375,0.84375,0.0625,6.671,0.156003977,-27.0835,-35.37749,15.18483,23.51472
South_East_Alaska,South East Alaska,no,no,yes,no,"GuÃÂ©nette S.,Heymans S.J.J.,Christensen V.,Trites A.W.(2006). Ecosystem models show combined effects of fishing, predation, competition, and ocean productivity on Steller sea lions (Eumetopias jubatus) in Alaska Canadian Journal of Fisheries and Aquatic Sciences. pp 2495-2517",United States of America continental shelf,marine,57.04492188,-135.2112305,57.04492188,40,475,11.875,13.57142857,1.142857143,12.83783784,1.081081081,0.1,0.825,0.05,7.875,0.084151558,60.13828,54.00571,-140.0215,-130.3081
South_Shetlands,South Shetlands,no,no,yes,no,Bredesen E.L.(2003). Krill and the Antarctic: Finding the Balance,Antarctica open ocean,marine,-57.4,-40,57.4,30,209,6.966666667,7.464285714,1.071428571,7.464285714,1.071428571,0.066666667,0.866666667,0.066666667,5.587,0.164178934,-50.8,-64,-50,-30
South_West_Viet_nam,South West Viet nam,no,no,yes,no,"Christensen V.,Garces L.,Silvestre G.,Pauly D.,Christensen V.,Garces L.,Silvestre G.,Pauly D.,Christensen V.,Garces L.,Silvestre G.,Pauly D.,Christensen V.,Garces L.,Silvestre G.,Pauly D.(2003). Fisheries Impact on the South China Sea Large Marine Ecosystem: A Preliminary Analysis using Spatially-Explicit Methodology . pp 51-62. In Silvestre G.,Garces L.,Stobutzki I.,Ahmed M.,Valmonte-Santos R.A.,Luna C.,Lachica-AliÃÂ±o L.,Munro P.,Christensen V.,Pauly D.,Silvestre G.,Garces L.,Stobutzki I.,Ahmed M.,Valmonte-Santos R.A.,Luna C.,Lachica-AliÃÂ±o L.,Munro P.,Christensen V.,Pauly D.",Viet Nam continental shelf,marine,10.7288845,103.5,10.7288845,15,71,4.733333333,5.461538462,1.153846154,5.461538462,1.153846154,0.133333333,0.733333333,0.133333333,4.853,0.137968657,13,8.457769,99,108
South_western_Gulf_of_Mexico,South western Gulf of Mexico,no,no,yes,no,"Arreguain-Sanchez F.et al.(1993). A trophic box model of the coastal fish communities of the southwestern Gulf of Mexico . pp 197-205. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",Mexico continental shelf,marine,20.342265,-95.95445,20.342265,24,129,5.375,6.142857143,1.142857143,5.608695652,1.043478261,0.125,0.833333333,0.041666667,5.7905,0.144732889,22.66878,18.01575,-97.90036,-94.00854
South-eastern Australia continental,South-eastern Australia continental shelf ,no,yes,no,no,"Bulman, C., Althaus, F., He, X., Bax, N.J., and Williams, A. (2001). Diets and trophic guilds of demersal fishes of the south-eastern Australian shelf. Marine and Freshwater Research. 52, pp. 537-48.",Demersal fish diets - south-eastern Australia continental shelf ,marine,-35.21425781,150.5674805,35.21425781,23,141,6.130434783,9.4,1.533333333,7.421052632,1.210526316,0.347826087,0.47826087,0.173913043,4.3345,0.061666918,,,,
Southern California,Marine sublittoral - southern California,no,yes,no,no,"T.A. Clarke, A.O. Flechsig, and R.W. Grigg. (1967). Ecological Studies during Project Sealab II. Science, 157(3795), pp. 1381-1389.",Marine sublittoral - southern California,marine,33.85941391,-118.3937593,33.85941391,25,38,1.52,2.111111111,1.388888889,3.454545455,2.272727273,0.08,0.36,0.36,3.2885,0.399238227,,,,
Southern_Brazil,Southern Brazil,no,no,yes,no,"Vasconcellos M.,Gasalla M.A.(2001). Fisheries catches and the carrying capacity of marine ecosystems in southern Brazil Fisheries Research. pp 279-295",Brazil continental shelf,marine,-27.754685,-46.3324,27.754685,13,40,3.076923077,3.636363636,1.181818182,3.636363636,1.181818182,0.153846154,0.615384615,0.230769231,4.061,0.1746875,-21.87943,-33.62994,-53.00103,-39.66377
Southern_Gulf_of_St__Lawrence,Southern Gulf of St. Lawrence,no,no,yes,no,"Savenkoff C.,Bourdages H.,Swain D.P.,Despatie S.-P.,Hanson M.J.,MÃÂ©thot R.,Morissette L.,Hammill M.O.(2004). Input data and parameter estimates for ecosystem models of the southern Gulf of St. Lawrence (mid-1980s and mid-1990s) Canadian Technical Report of Fisheries and Aquatic Sciences",Canada continental shelf,marine,47.28675,-63.016165,47.28675,30,234,7.8,8.357142857,1.071428571,9.75,1.25,0.066666667,0.733333333,0.2,4.8445,0.126661918,48.86624,45.70726,-65.84287,-60.18946
Southern_New_England,Southern New England,no,no,yes,no,"Link J.S.,Griswold C.A.,Methratta E.T.,Gunnard J.(2006). Documentation for the Energy Modeling and Analysis eXercise (EMAX) Northeast Fisheries Science Center Reference Document",united States of America continental shelf,marine,40.42074,-71.50677,40.42074,33,321,9.727272727,10.7,1.1,9.727272727,1,0.090909091,0.909090909,0,7.7165,0.206061572,41.6888,39.15268,-73.99507,-69.01847
Sri_Lanka,Sri Lanka,no,no,yes,no,"Haputhantri S.S.K.,Villanueva M.C.S.,Moreau J.(2008). Trophic interactions in the coastal ecosystem of Sri Lanka: An ECOPATH preliminary approach Estuarine, Coastal and Shelf Science. pp 304-318",sri Lanka continental shelf,marine,7.684472656,81.68291016,7.684472656,39,337,8.641025641,9.361111111,1.083333333,8.641025641,1,0.076923077,0.871794872,0.051282051,5.426,0.144348407,8.623724,5.715443,79.63826,82.1067
Stellwagen_Bank,"Stellwagen Bank, Gulf of Maine, New England",no,no,no,yes,"Chase, B.C. (2002)",Shelf,marine,42.66666667,-70.25,42.66666667,9,8,0.888888889,8,9,1,1.125,0.888888889,0,0.111111111,2,0,,,,
Strait_of_Georgia,Strait of Georgia,no,no,yes,no,"Preikshot D.B.(2007). The influence of geographic scale, climate and trophic dynamics upon North Pacific oceanic ecosystem models",Canada channel/strait,marine,49.40698,-123.9863,49.40698,55,473,8.6,9.096153846,1.057692308,11,1.279069767,0.054545455,0.727272727,0.218181818,5.4225,0.180826166,50.2642,48.54976,-125.2564,-122.7162
Suruga Bay,Suruga Bay - epipelagic zone - Japan,no,yes,no,no,"Hogetsu, K. (1979). Biological productivity of some coastal regions of Japan. In: M.J. Dunbar, (ed), Marine Production Mechanisms, (IBP, Cambridge University Press, Cambridge, England), pp. 71-87.",Suruga Bay - epipelagic zone - Japan,marine,34.865732,138.5423332,34.865732,16,37,2.3125,2.642857143,1.142857143,2.466666667,1.066666667,0.125,0.8125,0.0625,5.11,0.260409058,,,,
Tagus estuary,Tagus estuary - Portugal,no,yes,no,no,"Saldanha, L. (1980). Estudio Ambiental do Estuario do Tejo, Publ. no. 5(4) (CAN/Tejo, Lisbon).",Tagus estuary - Portugal,marine,38.8425939,-8.9949703,38.8425939,29,73,2.517241379,2.92,1.16,3.041666667,1.208333333,0.137931034,0.689655172,0.172413793,4.326,0.32163633,,,,
Tamiahua,Tamiahua,no,no,yes,no,"Abarca-Arenas L.G.,Valero-Pacheco E.(1993). Toward a Trophic Model of Tamiahua, a Coastal Lagoon in Mexico . pp 181-185. In Christensen V.,Pauly D.",Mexico coastal lagoon,marine,21.67053,-97.5776,21.67053,13,56,4.307692308,5.090909091,1.181818182,5.6,1.3,0.153846154,0.615384615,0.230769231,3.6655,0.065688776,22.08813,21.25293,-97.78811,-97.36709
Tampa_Bay,Tampa Bay,no,no,yes,no,"D. Chagaris & B. Mahmoudi, 2010. Assessing the influence of bottom-up and top-down processes in Tampa Bay using Ecopath with Ecosim. In: Cooper, S.T. (ed.). Proceedings, Tampa Bay Area Scientific Information Symposium, BASIS 5: 20-23 October 2009. St. Petersburg, FL. pp 263-274.",United States Estuary,marine,27.79176588,-82.42089965,27.79176588,74,1283,17.33783784,18.5942029,1.072463768,17.57534247,1.01369863,0.067567568,0.905405405,0.027027027,6.278,0.13445657,28.05,27.5,-82.5,-82.25
Tapong Bay,Tapong Bay - southwestern Taiwan,no,yes,no,no,"Lin, H-J., Dai, X-X,, Shao, K-T., Su, H-M., Lo, W-T., Hsieh, H-L., Fang, L-S., and Hung, J-J. (2006). Trophic structure and functioning in a eutrophic and poorly flushed lagoon in southwestern Taiwan. Marine Environmental Research. 62, pp. 61-82.",Tapong Bay - southwestern Taiwan,marine,22.44448812,120.474181,22.44448812,18,85,4.722222222,5.666666667,1.2,4.722222222,1,0.166666667,0.777777778,0.055555556,5.0785,0.130134998,,,,
Tasmanian_Seamounts_Marine_Reserve,Tasmanian Seamounts Marine Reserve,no,no,yes,no,"Bulman C.M.,Butler A.J.,Condie S.(2002). A trophodynamic model for the Tasmanian Seamounts Marine Reserve: links between pelagic and deepwater ecosystems Report to CSIRO Marine Research Environment Australia and the Fisheries Research and Development Corporation",Australia open ocean,marine,-44.4,147.2,44.4,25,114,4.56,4.956521739,1.086956522,6.333333333,1.388888889,0.08,0.64,0.28,4.8285,0.181519357,-44.3,-44.5,147,147.4
Tasmanian_waters,Tasmanian waters,no,no,yes,no,"Watson R.A.,Nowara G.B.,Tracey S.R.,Fulton E.A.,Bulman C.M.,Edgar G.J.,Barrett N.S.,Lyle J.M.,Frusher S.D.,Buxton C.D.(2013). Ecosystem model of Tasmanian waters explores impacts of climate-change induced changes in primary productivity Ecological Modelling. pp 115-129",Australia continental shelf,marine,-41.0770167,145.9835303,41.0770167,47,334,7.106382979,8.146341463,1.146341463,7.422222222,1.044444444,0.127659574,0.808510638,0.063829787,6.1165,0.250061418,-38.3283,-44.33806,142.6786,148.9965
Terminos_Lagoon,Terminos Lagoon,no,no,yes,no,"Manickchand-Heileman S.,ArreguÃÂ±ÃÂn-SÃÂ¡nchez F.,Lara-DomÃÂ­nguez A.,Soto L.A.(1998). Energy flow and network analysis of Terminos Lagoon, SW Gulf of Mexico Journal of Fish Biology. pp 179-197",Mexico coastal lagoon,marine,18.628265,-91.572455,18.628265,20,145,7.25,8.529411765,1.176470588,7.25,1,0.15,0.85,0,5.858,0.075725567,18.84313,18.4134,-91.92609,-91.21882
Thau,Thau,no,no,yes,no,"Palomares M.L.D.,Reyes-Marchant P.,Lair N.,Zainure M.,BarnabÃÂ© G.,Lasserre G.(1993). A Trophic Model of a Mediterranean Lagoon, Etang de Thau, France . pp 224-229. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",France coastal lagoon,marine,43.38433475,3.632379196,43.38433475,11,54,4.909090909,6.75,1.375,4.909090909,1,0.272727273,0.636363636,0.090909091,4.1375,0.073157707,43.47023,43.31552,3.519164,3.729148
