Parasite.species,Location,Latitude,Longitude,Chain.length,Host.habitat,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Goezia ascaroides,Pakistan,30.375321,69.34511599999999,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Goezia
Crenosoma petrowi,Ontario,51.253775,-85.323214,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Hysterothylacium haze,Coast of Japan,35.4543846,139.644207,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium
Enterobius vermicularis,European USSR (CIS),54.5259614,15.2551187,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius
Trichostrongylus retortaeformis,Italy,41.87194,12.56738,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Passalurus ambiguus,Italy,41.87194,12.56738,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Passalurus
Parascaris equorum,Germany,51.165691,10.451526,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Parascaris
Oxyuris equi,Germany,51.165691,10.451526,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Oxyuris
Dictyocaulus arnfieldi,Germany,51.165691,10.451526,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Aelurostrongylus abstrusus,Germany,51.165691,10.451526,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Aelurostrongylus
Crenosoma striatum,Germany,51.165691,10.451526,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Elaphostrongylus cervi,Scotland,56.49067119999999,-4.2026458,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Elaphostrongylus
Crenosoma striatum,"Ukraine, incl. Moldavia",48.379433,31.1655799,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Gongylonema mucronatum,"Ukraine, incl. Moldavia",48.379433,31.1655799,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Angiostrongylus costaricensis,Neotropical,28.9337826,-95.30845339999999,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus cantonensis,Nearctic,53.569001,-113.571487,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Parelaphostrongylus tenuis,Nearctic,53.569001,-113.571487,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Parelaphostrongylus
Trichuris trichiura,Cuba,21.521757,-77.781167,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Trichostrongylus axei,Iran,32.427908,53.688046,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Ascaris lumbricoides,Guinea + Sierra Leone + Liberia,6.9294578,-11.5006548,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Trichuris trichiura,Guinea + Sierra Leone + Liberia,6.9294578,-11.5006548,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Baylisascaris transfuga,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Oswaldocruzia filiformis,Kuwait,29.31166,47.481766,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Oswaldocruzia
Haemonchus placei,Mauritania,21.00789,-10.940835,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Toxocara canis,Mexico,23.634501,-102.552784,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Uncinaria stenocephala,Morocco,31.791702,-7.092619999999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Uncinaria
Spirocerca lupi,Morocco,31.791702,-7.092619999999999,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Spirocerca
Trichuris vulpis,Morocco,31.791702,-7.092619999999999,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Heligmosomoides polygyrus,Uzbekistan,41.377491,64.585262,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Contracaecum ogmorhini,Chilean coast,-32.98,-71.00999999999999,3,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Syphacia obvelata,Iran,32.427908,53.688046,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Syphacia
Pseudalius inflexus,"England, Wales + Isle of Man",54.236107,-4.548056,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Pseudaliidae,Pseudalius
Oesophagostomum radiatum,Denmark,56.26392,9.501785,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Pseudalius inflexus,West Coast of Norway,60.4121981,5.3222701,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Pseudaliidae,Pseudalius
Protostrongylus rufescens,Morocco,31.791702,-7.092619999999999,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Protostrongylus
Cystocaulus ocreatus,Morocco,31.791702,-7.092619999999999,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Cystocaulus
Pseudoterranova decipiens,Alaska,64.2008413,-149.4936733,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova
Cystidicoloides tenuissima,Yugoslavia,37.09024,-95.712891,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Heligmosomoides laevis,Finland,61.92410999999999,25.7481511,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Ascaridia galli,Pakistan,30.375321,69.34511599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Anguillicola novaezelandiae,Italy,41.87194,12.56738,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Anguillicolidae,Anguillicola
Cucullanus heterochrous,Western coast of British Isles,56.41323389999999,-5.472362899999999,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Cucullanus heterochrous,Norwegian Sea,68.8773537,3.13966,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Cooperia oncophora,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Nematodirus spathiger,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Camallanus cotti,Hawaiian Islands,19.8967662,-155.5827818,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Anisakis simplex,Argentina,-38.416097,-63.61667199999999,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Cyclodontostomum purvisi,Borneo,0.9618833999999999,114.5548495,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyclodontostomum
Cyclodontostomum purvisi,Sulawesi,-1.8479,120.5279,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyclodontostomum
Trichostrongylus tenuis,Manitoba,53.7608608,-98.8138762,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Trichuris trichiura,Lesser Antilles,14.4122148,-64.7627955,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Oslerus osleri,France,46.227638,2.213749,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Filaroides
Anisakis simplex,West Coast of Norway,60.4121981,5.3222701,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Pseudoterranova decipiens,Iceland,64.963051,-19.020835,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova
Anisakis simplex,Iceland,64.963051,-19.020835,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Trichostrongylus colubriformis,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Trichostrongylus vitrinus,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Trichostrongylus axei,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Trichostrongylus retortaeformis,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Strongylus vulgaris,Louisiana,30.9842977,-91.96233269999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Rhabdochona canadensis,Nebraska,41.4925374,-99.9018131,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Toxocara canis,Eire + N. Ireland,54.7877149,-6.4923145,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Toxascaris leonina,Eire + N. Ireland,54.7877149,-6.4923145,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxascaris
Toxocara cati,Eire + N. Ireland,54.7877149,-6.4923145,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Angiostrongylus costaricensis,Lesser Antilles,14.4122148,-64.7627955,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Ascaris lumbricoides,Iraq,33.223191,43.679291,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Trichostrongylus colubriformis,Iraq,33.223191,43.679291,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Ascaris lumbricoides,Sulawesi,-1.8479,120.5279,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Trichuris trichiura,Sulawesi,-1.8479,120.5279,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Enterobius vermicularis,Sulawesi,-1.8479,120.5279,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius
Enterobius vermicularis,Malaya,3.17,101.7,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius
Protostrongylus rufescens,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Protostrongylus
Toxocara canis,Austria,47.516231,14.550072,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Toxocara cati,Austria,47.516231,14.550072,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Contracaecum microcephalum,Iraq,33.223191,43.679291,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Eustrongylides tubifex,Iraq,33.223191,43.679291,3,freshwater,Animalia,Nematoda,Enoplea,Dioctophymatida,Dioctophymatidae,Eustrongylides
Anisakis simplex,Spain + Andalusia,37.5442706,-4.7277528,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Pseudoterranova decipiens,Canada,56.130366,-106.346771,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova
Syphacia muris,Indonesia & Malaysia,-0.789275,113.921327,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Syphacia
Gongylonema neoplasticum,Indonesia & Malaysia,-0.789275,113.921327,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Mastophorus muris,Indonesia & Malaysia,-0.789275,113.921327,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Mastophorus
Raphidascaris acus,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Raphidascaris
Hexametra boddaertii,California,36.778261,-119.4179324,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Hexametra
Hysterothylacium bidentatum,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium
Goezia ascaroides,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Goezia
Paraquimperia tenerrima,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Quimperiidae,Paraquimperia
Strongylus equinus,Australia,-25.274398,133.775136,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Strongylus vulgaris,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Strongylus edentatus,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Camallanus lacustris,Europe,54.5259614,15.2551187,4,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Philometra abdominalis,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra kotlani,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra obturans,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra ovata,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra rischta,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometroides cyprini,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometroides
Philometroides sanguinea,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometroides
Philonema oncorhynchi,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Philonema sibirica,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Rhabdochona gnedini,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona denudata,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona ergensi,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona hellichi,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona oncorhynchi,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona phoxini,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Comephoronema oschmarini,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Comephoronema
Cystidicola farionis,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Spinitectus inermis,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Spinitectus
Hystrichis tricolor,Europe,54.5259614,15.2551187,2,freshwater,Animalia,Nematoda,Enoplea,Dioctophymatida,Dioctophymatidae,Hystrichis
Contracaecum microcephalum,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Contracaecum micropapillatum,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Contracaecum rudolphii,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum
Anisakis simplex,Europe,54.5259614,15.2551187,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Pseudoterranova decipiens,Europe,54.5259614,15.2551187,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova
Muellerius capillaris,Italy,41.87194,12.56738,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Muellerius
Avioserpens mosgovoyi,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Dracunculidae,Avioserpens
Ascarops strongylina,Sardinia,40.1208752,9.012892599999999,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Ascarops
Physocephalus sexalatus,Sardinia,40.1208752,9.012892599999999,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Physocephalus
Simondsia paradoxa,Sardinia,40.1208752,9.012892599999999,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Simondsia
Ascaris suum,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Trichuris suis,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Oesophagostomum dentatum,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Metastrongylus pudendotectus,Sardinia,40.1208752,9.012892599999999,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Metastrongylus
Gongylonema pulchrum,Sardinia,40.1208752,9.012892599999999,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Desportesius brevicaudatus,Europe,54.5259614,15.2551187,4,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Desportesius
Syncuaria squamata,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Syncuaria
Cosmocephalus obvelatus,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Cosmocephalus
Streptocara crassicauda,Europe,54.5259614,15.2551187,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Streptocara
Anisakis pegreffii,Mediterranean,34.5531284,18.0480105,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Teladorsagia circumcincta,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Trichostrongylus axei,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Haemonchus contortus,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Ostertagia ostertagi,Sardinia,40.1208752,9.012892599999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Haemonchus contortus,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Haemonchus contortus,Switzerland + Lichtenstein,47.3682887,8.5374552,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Libyostrongylus douglassii,Southern Africa,-24.3570767,19.5687103,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Libyostrongylus
Libyostrongylus douglassii,North Carolina,35.7595731,-79.01929969999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Libyostrongylus
Nematodirus spathiger,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Haemonchus contortus,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Nematodirus abnormalis,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Trichostrongylus vitrinus,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Teladorsagia circumcincta,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Trichuris ovis,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichocephalus
Oesophagostomum venulosum,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum columbianum,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Chabertia ovina,Argentina,-38.416097,-63.61667199999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Chabertia
Ascaris lumbricoides,Malagasay,-20,47,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Trichuris trichiura,Malagasay,-20,47,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Teladorsagia circumcincta,Scotland,56.49067119999999,-4.2026458,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Trichuris ovis,Mauritania,21.00789,-10.940835,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichocephalus
Enterobius vermicularis,Venezuela,6.42375,-66.58973,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius
Ascaris lumbricoides,Ethiopian Region,9.145000000000001,40.489673,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Trichuris trichiura,Europe,54.5259614,15.2551187,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Trichuris trichiura,Ethiopian Region,9.145000000000001,40.489673,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Trichuris trichiura,Neotropical,28.9337826,-95.30845339999999,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Echinocephalus uncinatus,Adriatic Sea,41.85509039999999,17.2902839,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Gnathostomatidae,Echinocephalus
Parascaris equorum,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Parascaris
Oxyuris equi,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Oxyuris
Strongylus equinus,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Triodontophorus tenuicollis,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Triodontophorus
Cylicostephanus longibursatus,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cylicostephanus
Cyathostomum catinatum,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyathostomum
Cylicocyclus nassatus,Victoria,-37.01,144.75,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cylicocyclus
Proleptus niedmanni,Chilean coast,-32.98,-71.00999999999999,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Physalopteridae,Proleptus
Anguillicola crassus,Western Mediterranean,34.5531284,18.0480105,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Anguillicolidae,Anguillicola
Cyathostoma bronchialis,Nearctic,53.569001,-113.571487,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Cyathostoma
Truttaedacnitis pybusae,Ontario,51.253775,-85.323214,1,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Oxyuris equi,New Caledonia,-20.904305,165.618042,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Oxyuris
Parascaris equorum,Estonia + Latvia,56.95962400000001,24.1016552,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Parascaris
Oxyuris equi,Estonia + Latvia,56.95962400000001,24.1016552,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Oxyuris
Trichostrongylus axei,Estonia + Latvia,56.95962400000001,24.1016552,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Dictyocaulus viviparus,Denmark,56.26392,9.501785,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Aspiculuris tetraptera,Denmark,56.26392,9.501785,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Heteroxynematidae,Aspiculuris
Syphacia obvelata,Denmark,56.26392,9.501785,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Syphacia
Acuaria anthuris,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Acuaria
Subulura bolivari,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Subuluridae,Subulura
Porrocaecum angusticolle,Spain + Andalusia,37.5442706,-4.7277528,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Porrocaecum
Pterygodermatites affinis,Spain + Andalusia,37.5442706,-4.7277528,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Rictulariidae,Pterygodermatites
Haemonchus contortus,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Oesophagostomum columbianum,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Trichuris ovis,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichocephalus
