Parasite.species,Location,Latitude,Longitude,Habitat
Acanthocephalus dirus,Lake Huron,45.0521793,-82.48509399999999,freshwater
Echinorhynchus leidyi,Lake Michigan,43.4501005,-87.22201869999999,freshwater
Echinorhynchus leidyi,Lake Huron,45.0521793,-82.48509399999999,freshwater
Echinorhynchus salmonis,Lake Michigan,43.4501005,-87.22201869999999,freshwater
Echinorhynchus salmonis,Lake Huron,45.0521793,-82.48509399999999,freshwater
Echinorhynchus salmonis,Lake Ontario,43.6333482,-77.82706689999999,freshwater
Fessisentis necturorum,Louisiana,30.9842977,-91.96233269999999,freshwater
Pomphorhynchus bulbocolli,New Hampshire/Vermont/Massachusetts/Connecticut/Rhode Is.,43.2509279,-71.9273024,freshwater
Leptorhynchoides thecatus,Tennessee,35.5174913,-86.5804473,freshwater
Leptorhynchoides thecatus,Indiana,40.2671941,-86.1349019,freshwater
Polymorphus minutus,Egypt,26.820553,30.802498,freshwater
Pomphorhynchus laevis,Europe,54.5259614,15.2551187,freshwater
Acanthocephalus anguillae,Europe,54.5259614,15.2551187,freshwater
Acanthocephalus lucii,Europe,54.5259614,15.2551187,freshwater
Neoechinorhynchus rutili,Europe,54.5259614,15.2551187,freshwater
Moniliformis moniliformis,Japan,36.204824,138.252924,terrestrial
Corynosoma semerme,European USSR (CIS),54.5259614,15.2551187,marine
Corynosoma strumosum,European USSR (CIS),54.5259614,15.2551187,marine
Echinorhynchus truttae,Lake Baikal,53.5587003,108.1649965,freshwater
Echinorhynchus salmonis,Lake Baikal,53.5587003,108.1649965,freshwater
Echinorhynchus gadi,European USSR (CIS),54.5259614,15.2551187,marine
Pomphorhynchus bulbocolli,Nebraska,41.4925374,-99.9018131,freshwater
Southwellina hispida,Hawaiian Islands,19.8967662,-155.5827818,marine
Acanthocephalus dirus,United States,37.09024,-95.712891,freshwater
Tegorhynchus furcatus,Gulf of Mexico,25.304304,-90.065918,marine
Tegorhynchus furcatus,Caribbean Sea,14.5401107,-74.9676365,marine
Atactorhynchus verecundus,Gulf of Mexico,25.304304,-90.065918,freshwater
Polymorphus trochus,Nearctic,53.569001,-113.571487,freshwater
Southwellina hispida,Gulf of Mexico,25.304304,-90.065918,marine
Caballerorhynchus lamothei,Gulf of Mexico,25.304304,-90.065918,marine
Echinorhynchus salmonis,United States,37.09024,-95.712891,freshwater
Mediorhynchus grandis,District of Columbia/Delaware/New Jersey/Maryland,39.0457549,-76.64127119999999,terrestrial
Moniliformis moniliformis,Costa Rica,9.748916999999999,-83.753428,terrestrial
Moniliformis moniliformis,Mexico,23.634501,-102.552784,terrestrial
Neoechinorhynchus emydis,Mexico,23.634501,-102.552784,freshwater
Neoechinorhynchus emydis,United States,37.09024,-95.712891,freshwater
Oligacanthorhynchus tortuosa,Mexico,23.634501,-102.552784,terrestrial
Prosthenorchis elegans,Mexico,23.634501,-102.552784,terrestrial
Southwellina hispida,Mexico,23.634501,-102.552784,marine
Pomphorhynchus bulbocolli,Mexico,23.634501,-102.552784,freshwater
Neoechinorhynchus emydis,Wisconsin,43.7844397,-88.7878678,freshwater
Moniliformis moniliformis,Egypt,26.820553,30.802498,terrestrial
Neoechinorhynchus saginatus,Quebec,52.9399159,-73.5491361,freshwater
Bolbosoma vasculosum,Caribbean Sea,14.5401107,-74.9676365,marine
Neoechinorhynchus rutili,Eire + N. Ireland,54.7877149,-6.4923145,freshwater
Moniliformis moniliformis,Puerto Rico,18.220833,-66.590149,terrestrial
Macracanthorhynchus catulinus,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Bolbosoma vasculosum,Western Mediterranean,34.5531284,18.0480105,marine
Centrorhynchus aluconis,Balearic Islands,39.3587759,2.7356328,terrestrial
Echinorhynchus truttae,Spain + Andalusia,37.5442706,-4.7277528,freshwater
Moniliformis moniliformis,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Bolbosoma nipponicum,Coast of Japan,35.4543846,139.644207,marine
Pomphorhynchus laevis,Western coast of British Isles,56.41323389999999,-5.472362899999999,freshwater
Acanthocephalus lucii,Western coast of British Isles,56.41323389999999,-5.472362899999999,freshwater
Bolbosoma vasculosum,NW African coast,-8.783195,34.508523,marine
Pomphorhynchus laevis,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Macracanthorhynchus ingens,Nearctic,53.569001,-113.571487,terrestrial
Corynosoma strumosum,Quebec,52.9399159,-73.5491361,marine
Neoechinorhynchus rutili,Northeast Atlantic,39.370134,-77.40677199999999,freshwater
Paratenuisentis ambiguus,Northeast Atlantic,39.370134,-77.40677199999999,freshwater
Acanthocephalus anguillae,Northeast Atlantic,39.370134,-77.40677199999999,freshwater
Echinorhynchus salmonis,Northeast Atlantic,39.370134,-77.40677199999999,freshwater
Corynosoma semerme,Northeast Atlantic,39.370134,-77.40677199999999,marine
Corynosoma strumosum,Northeast Atlantic,39.370134,-77.40677199999999,marine
Polymorphus minutus,Northeast Atlantic,39.370134,-77.40677199999999,freshwater
Macracanthorhynchus ingens,Pennsylvania,41.2033216,-77.1945247,terrestrial
Moniliformis moniliformis,California,36.778261,-119.4179324,terrestrial
Echinorhynchus salmonis,Nearctic,53.569001,-113.571487,freshwater
Neoechinorhynchus cylindratus,Nearctic,53.569001,-113.571487,freshwater
Neoechinorhynchus rutili,Nearctic,53.569001,-113.571487,freshwater
Pomphorhynchus bulbocolli,Nearctic,53.569001,-113.571487,freshwater
Polymorphus minutus,Eire + N. Ireland,54.7877149,-6.4923145,freshwater
Acanthocephalus lucii,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Macracanthorhynchus ingens,Louisiana,30.9842977,-91.96233269999999,terrestrial
Macracanthorhynchus ingens,United States,37.09024,-95.712891,terrestrial
Plagiorhynchus cylindraceus,Nebraska,41.4925374,-99.9018131,terrestrial
Pomphorhynchus laevis,Norway,60.47202399999999,8.468945999999999,freshwater
Neoechinorhynchus emydis,Louisiana,30.9842977,-91.96233269999999,freshwater
Neoechinorhynchus emydis,Arkansas,35.20105,-91.8318334,freshwater
Macracanthorhynchus catulinus,Byelorussia,53.709807,27.953389,terrestrial
Acanthocephalus ranae,Byelorussia,53.709807,27.953389,freshwater
Caballerorhynchus lamothei,Mexico,23.634501,-102.552784,marine
Polymorphus minutus,France,46.227638,2.213749,freshwater
Neoechinorhynchus rutili,Russia (Asian),61.52401,105.318756,freshwater
Echinorhynchus gadi,Russia (Asian),61.52401,105.318756,marine
Corynosoma strumosum,Russia (Asian),61.52401,105.318756,marine
Corynosoma strumosum,Europe,54.5259614,15.2551187,marine
Corynosoma semerme,Europe,54.5259614,15.2551187,marine
Acanthocephalus clavula,Europe,54.5259614,15.2551187,freshwater
Corynosoma semerme,Finno-Karelian ASSR,63.15587019999999,32.9905552,marine
Neoechinorhynchus rutili,Yakut ASSR,66.7613451,124.123753,freshwater
Acanthocephalus anthuris,Italy,41.87194,12.56738,freshwater
Arhythmorhynchus frassoni,Italy,41.87194,12.56738,marine
Echinorhynchus truttae,Italy,41.87194,12.56738,freshwater
Neoechinorhynchus rutili,Russia (European),54.5259614,15.2551187,freshwater
Acanthocephalus anguillae,Russia (European),54.5259614,15.2551187,freshwater
Acanthocephalus lucii,Russia (European),54.5259614,15.2551187,freshwater
Corynosoma strumosum,Germany,51.165691,10.451526,marine
Filicollis anatis,Europe,54.5259614,15.2551187,freshwater
Echinorhynchus salmonis,Wisconsin,43.7844397,-88.7878678,freshwater
Acanthocephalus lucii,Estonia + Latvia,56.95962400000001,24.1016552,freshwater
Bolbosoma balaenae,Pacific coast of USA,62.4113634,-149.0729714,marine
Fessisentis friedi,Nearctic,53.569001,-113.571487,freshwater
Echinorhynchus gadi,Nearctic,53.569001,-113.571487,marine
Corynosoma strumosum,Nearctic,53.569001,-113.571487,marine
Echinorhynchus gadi,Finno-Karelian ASSR,63.15587019999999,32.9905552,marine
Pomphorhynchus laevis,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Moniliformis moniliformis,Louisiana,30.9842977,-91.96233269999999,terrestrial
Echinorhynchus gadi,Coast of Japan,35.4543846,139.644207,marine
Moniliformis moniliformis,Vietnam,14.058324,108.277199,terrestrial
Bolbosoma vasculosum,Coast of Philippines,11.9574918,121.9269656,marine
Pomphorhynchus bulbocolli,United States,37.09024,-95.712891,freshwater
Corynosoma magdaleni,Baltic Sea,58.48795200000001,19.863281,marine
Sphaerirostris picae,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Moniliformis moniliformis,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Corynosoma strumosum,New Zealand coast,-42.6919232,171.3399414,marine
Paratenuisentis ambiguus,France,46.227638,2.213749,freshwater
Acanthocephalus clavula,Atlantic Ocean,-14.5994134,-28.6731465,freshwater
Acanthocephalus lucii,Atlantic Ocean,-14.5994134,-28.6731465,freshwater
Echinorhynchus salmonis,Atlantic Ocean,-14.5994134,-28.6731465,freshwater
Neoechinorhynchus rutili,Atlantic Ocean,-14.5994134,-28.6731465,freshwater
Pomphorhynchus laevis,Atlantic Ocean,-14.5994134,-28.6731465,freshwater
Corynosoma bullosum,South Georgia,-54.4138333,-36.5827165,marine
Profilicollis novaezelandensis,New Zealand coast,-42.6919232,171.3399414,marine
Arhythmorhynchus frassoni,Florida,27.6648274,-81.5157535,marine
Profilicollis altmani,North Carolina,35.7595731,-79.01929969999999,marine
Profilicollis altmani,California,36.778261,-119.4179324,marine
Mediorhynchus grandis,Australia,-25.274398,133.775136,terrestrial
Echinorhynchus gadi,East China Sea/ Yellow Sea,35.4942771,123.7964613,marine
Echinorhynchus salmonis,East China Sea/ Yellow Sea,35.4942771,123.7964613,freshwater
Arhythmorhynchus frassoni,East China Sea/ Yellow Sea,35.4942771,123.7964613,marine
Bolbosoma vasculosum,South China Sea,15.488092,114.404754,marine
Polymorphus minutus,East China Sea/ Yellow Sea,35.4942771,123.7964613,freshwater
Acanthocephalus clavula,Spain + Andalusia,37.5442706,-4.7277528,freshwater
Corynosoma strumosum,Western coast of British Isles,56.41323389999999,-5.472362899999999,marine
Bolbosoma vasculosum,Bay of Bengal,13.531665,87.5395855,marine
Mediorhynchus centurorum,Florida,27.6648274,-81.5157535,terrestrial
Corynosoma strumosum,Pacific coast of USA,62.4113634,-149.0729714,marine
Echinorhynchus gadi,Pacific coast of USA,62.4113634,-149.0729714,marine
Moniliformis moniliformis,Eastern & Central Europe,48.66,19.5,terrestrial
Acanthocephalus dirus,Canada,56.130366,-106.346771,freshwater
Corynosoma semerme,United States,37.09024,-95.712891,marine
Echinorhynchus leidyi,Canada,56.130366,-106.346771,freshwater
Echinorhynchus salmonis,Canada,56.130366,-106.346771,freshwater
Leptorhynchoides thecatus,Canada,56.130366,-106.346771,freshwater
Neoechinorhynchus cylindratus,United States,37.09024,-95.712891,freshwater
Neoechinorhynchus rutili,United States,37.09024,-95.712891,freshwater
Neoechinorhynchus saginatus,United States,37.09024,-95.712891,freshwater
Acanthocephalus lucii,Black Sea,43.41302899999999,34.299316,freshwater
Corynosoma australe,Uruguay,-32.522779,-55.765835,marine
Polymorphus trochus,Florida,27.6648274,-81.5157535,freshwater
Golvanacanthus blennii,Mediterranean,34.5531284,18.0480105,marine
Corynosoma magdaleni,Finland,61.92410999999999,25.7481511,marine
Neoechinorhynchus rutili,Iran,32.427908,53.688046,freshwater
Plagiorhynchus cylindraceus,Florida,27.6648274,-81.5157535,terrestrial
Mediorhynchus grandis,Florida,27.6648274,-81.5157535,terrestrial
Plagiorhynchus cylindraceus,Pennsylvania,41.2033216,-77.1945247,terrestrial
Avitellina centripunctata,Kuwait,29.31166,47.481766,terrestrial
Moniezia expansa,Kuwait,29.31166,47.481766,terrestrial
Hymenolepis nana,Bahrain,26.0667,50.5577,terrestrial
Taenia parva,Egypt,26.820553,30.802498,terrestrial
Echinococcus multilocularis,Alaska,64.2008413,-149.4936733,terrestrial
Austramphilina elongata,New South Wales,-31.2532183,146.921099,freshwater
Echinococcus granulosus,Kuwait,29.31166,47.481766,terrestrial
Taenia saginata,Taiwan,23.69781,120.960515,terrestrial
Taenia solium,Taiwan,23.69781,120.960515,terrestrial
Joyeuxiella pasqualei,Greece,39.074208,21.824312,terrestrial
Taenia taeniaeformis,Eire + N. Ireland,54.7877149,-6.4923145,terrestrial
Taenia taeniaeformis,Arkansas,35.20105,-91.8318334,terrestrial
Spirometra mansonoides,Arkansas,35.20105,-91.8318334,terrestrial
Taenia madoquae,Kenya,-0.023559,37.906193,terrestrial
Taenia saginata,Belgium + Luxembourg,50.0546886,5.467698299999999,terrestrial
Echinococcus granulosus,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Echinococcus granulosus,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Schistocephalus solidus,Norway,60.47202399999999,8.468945999999999,freshwater
Eubothrium crassum,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Diphyllobothrium ditremum,Scotland,56.49067119999999,-4.2026458,freshwater
Bothriocephalus claviceps,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Echinococcus multilocularis,Montana,46.8796822,-110.3625658,terrestrial
Ligula intestinalis,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Diphyllobothrium ditremum,Canada,56.130366,-106.346771,freshwater
Diphyllobothrium dendriticum,Canada,56.130366,-106.346771,freshwater
Eubothrium salvelini,Canada,56.130366,-106.346771,freshwater
Taenia solium,Hong Kong,22.396428,114.109497,terrestrial
Diphyllobothrium latum,Finland,61.92410999999999,25.7481511,terrestrial
Diphyllobothrium dendriticum,Finland,61.92410999999999,25.7481511,freshwater
Diphyllobothrium ditremum,Finland,61.92410999999999,25.7481511,freshwater
Wardium paraporale,Alberta,53.9332706,-116.5765035,freshwater
Ligula intestinalis,Alberta,53.9332706,-116.5765035,freshwater
Schistocephalus solidus,Alberta,53.9332706,-116.5765035,freshwater
Schistotaenia srivastavai,Alberta,53.9332706,-116.5765035,freshwater
Schistotaenia tenuicirrus,Alberta,53.9332706,-116.5765035,freshwater
Schistotaenia colymba,Alberta,53.9332706,-116.5765035,freshwater
Lateriporus skrjabini,Alberta,53.9332706,-116.5765035,freshwater
Spirometra erinacei,Japan,36.204824,138.252924,terrestrial
Taenia hydatigena,Ethiopia (incl. Dhibouti),11.59516,43.146473,terrestrial
Echinococcus granulosus,Ethiopia (incl. Dhibouti),11.59516,43.146473,terrestrial
Amphilina foliacea,European USSR (CIS),54.5259614,15.2551187,freshwater
Bothriocephalus opsariichthydis,Georgia (USSR),42.315407,43.35689199999999,freshwater
Taenia solium,Mexico,23.634501,-102.552784,terrestrial
Moniezia expansa,Ontario,51.253775,-85.323214,terrestrial
Parabisaccanthes philactes,Eastern & Central Europe,48.66,19.5,freshwater
Bothriocephalus gregarius,Western Mediterranean,34.5531284,18.0480105,marine
Fimbriaria fasciolaris,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Microsomacanthus compressa,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Microsomacanthus paracompressa,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Microsomacanthus spiralibursata,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Sobolevicanthus krabbeella,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Sobolevicanthus gracilis,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Aploparaksis furcigera,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Cloacotaenia megalops,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Parabisaccanthes philactes,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Diorchis inflata,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Diorchis brevis,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Diorchis ransomi,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Echinocotyle rosseteri,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Dicranotaenia coronula,Switzerland + Lichtenstein,47.3682887,8.5374552,freshwater
Taenia saginata,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Hymenolepis nana,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Echinococcus granulosus,Europe,54.5259614,15.2551187,terrestrial
Echinococcus multilocularis,Europe,54.5259614,15.2551187,terrestrial
Echinococcus oligarthrus,Neotropical,28.9337826,-95.30845339999999,terrestrial
Echinococcus vogeli,Neotropical,28.9337826,-95.30845339999999,terrestrial
Cloacotaenia megalops,Egypt,26.820553,30.802498,freshwater
Cloacotaenia megalops,Malawi,-13.254308,34.301525,freshwater
Cloacotaenia megalops,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Cloacotaenia megalops,United States,37.09024,-95.712891,freshwater
Diphyllobothrium nihonkaiense,Japan,36.204824,138.252924,terrestrial
Fimbriaria fasciolaris,Bangladesh,23.684994,90.356331,freshwater
Taenia taeniaeformis,Japan,36.204824,138.252924,terrestrial
Taenia crassiceps,Japan,36.204824,138.252924,terrestrial
Echinococcus multilocularis,Japan,36.204824,138.252924,terrestrial
Bothriocephalus scorpii,Atlantic Ocean,-14.5994134,-28.6731465,marine
Hymenolepis diminuta,Colorado,39.5500507,-105.7820674,terrestrial
Echinococcus granulosus,Australia,-25.274398,133.775136,terrestrial
Stilesia globipunctata,Mauritania,21.00789,-10.940835,terrestrial
Avitellina centripunctata,Mauritania,21.00789,-10.940835,terrestrial
Ctenotaenia marmotae,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Echinococcus multilocularis,France,46.227638,2.213749,terrestrial
Ligula intestinalis,East Germany (!! USE Germany),51.165691,10.451526,freshwater
Taenia martis,East Germany (!! USE Germany),51.165691,10.451526,terrestrial
Paranoplocephala omphalodes,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Echinococcus multilocularis,Mongolia,46.862496,103.846656,terrestrial
Metroliasthes lucida,New Hampshire/Vermont/Massachusetts/Connecticut/Rhode Is.,43.2509279,-71.9273024,terrestrial
Hymenolepis nana,Japan,36.204824,138.252924,terrestrial
Hymenolepis diminuta,Florida,27.6648274,-81.5157535,terrestrial
Taenia rileyi,Florida,27.6648274,-81.5157535,terrestrial
Taenia mustelae,Florida,27.6648274,-81.5157535,terrestrial
Cladotaenia circi,Florida,27.6648274,-81.5157535,terrestrial
Echinococcus granulosus,New South Wales,-31.2532183,146.921099,terrestrial
Echinococcus granulosus,Victoria,-37.01,144.75,terrestrial
Taenia polyacantha,Alaska,64.2008413,-149.4936733,terrestrial
Echinococcus granulosus,Sudan,12.862807,30.217636,terrestrial
Echinococcus granulosus,Kenya,-0.023559,37.906193,terrestrial
Echinococcus granulosus,Morocco,31.791702,-7.092619999999999,terrestrial
Bothriocephalus claviceps,Denmark,56.26392,9.501785,freshwater
Proteocephalus macrocephalus,Denmark,56.26392,9.501785,freshwater
Echinococcus granulosus,France,46.227638,2.213749,terrestrial
Taenia taeniaeformis,Australia,-25.274398,133.775136,terrestrial
Echinococcus granulosus,Jordan,30.585164,36.238414,terrestrial
Moniezia expansa,Pakistan,30.375321,69.34511599999999,terrestrial
Schistocephalus pungitii,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Proteocephalus percae,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
